"","zip_code","year","SASH_sys_installed","SASH_avg_size_DC","SASH_avg_incentive","SASH_avg_syscost","total_sys_installed","total_avg_size_DC","SASH_installations_share"
"1630","90069","2012",NA,NA,NA,NA,15,11.1982,NA
"1631","90069","2013",NA,NA,NA,NA,15,6.7514335495358,NA
"1632","90069","2014",NA,NA,NA,NA,12,7.72100565941752,NA
"1633","90069","2015",NA,NA,NA,NA,8,5.73015366681343,NA
"1634","90069","2016",NA,NA,NA,NA,12,8.9505583863954,NA
"1635","90069","2017",NA,NA,NA,NA,6,15.712702577999,NA
"1636","90074","2017",NA,NA,NA,NA,1,3.84,NA
"1637","90077","2008",NA,NA,NA,NA,3,11.2,NA
"1638","90077","2009",NA,NA,NA,NA,26,4.74096153846154,NA
"1639","90077","2010",NA,NA,NA,NA,16,7.1134375,NA
"1640","90077","2011",NA,NA,NA,NA,9,16.925,NA
"1641","90077","2012",NA,NA,NA,NA,16,7.1443125,NA
"1642","90077","2013",NA,NA,NA,NA,21,6.93833333333333,NA
"1643","90077","2014",NA,NA,NA,NA,18,8.6525,NA
"1644","90077","2015",NA,NA,NA,NA,8,10.1845,NA
"1645","90077","2016",NA,NA,NA,NA,18,8.05022222222222,NA
"1646","90077","2017",NA,NA,NA,NA,16,9.6653125,NA
"1647","90094","2014",NA,NA,NA,NA,50,1.7494,NA
"1648","90094","2015",NA,NA,NA,NA,102,1.84205882352941,NA
"1649","90094","2016",NA,NA,NA,NA,43,1.89744186046512,NA
"1650","90094","2017",NA,NA,NA,NA,1,1.84,NA
"1651","90201","2010",NA,NA,NA,NA,4,4.6875,NA
"1652","90201","2011",NA,NA,NA,NA,1,5.25,NA
"1653","90201","2013",NA,NA,NA,NA,3,43.61,NA
"1654","90201","2014",NA,NA,NA,NA,11,3.87549706912698,NA
"1655","90201","2015",NA,NA,NA,NA,38,4.22285203748825,NA
"1656","90201","2017",NA,NA,NA,NA,45,4.70877637924173,NA
"1657","90209","2008",NA,NA,NA,NA,1,21,NA
"1658","90210","2008",NA,NA,NA,NA,6,8.94666666666667,NA
"1659","90210","2009",NA,NA,NA,NA,24,8.36880446394506,NA
"1660","90210","2010",NA,NA,NA,NA,24,10.8985833333333,NA
"1661","90210","2011",NA,NA,NA,NA,14,9.321,NA
"1662","90210","2012",NA,NA,NA,NA,18,11.1189870702446,NA
"1663","90210","2013",NA,NA,NA,NA,33,11.8377764212133,NA
"1664","90210","2014",NA,NA,NA,NA,40,12.174964994277,NA
"1665","90210","2015",NA,NA,NA,NA,32,11.2771556125872,NA
"1666","90210","2016",NA,NA,NA,NA,33,12.7715392177241,NA
"1667","90210","2017",NA,NA,NA,NA,26,12.1512458316546,NA
"1668","90211","2010",NA,NA,NA,NA,5,4.33614116749332,NA
"1669","90211","2011",NA,NA,NA,NA,1,5.28,NA
"1670","90211","2012",NA,NA,NA,NA,4,6.175,NA
"1671","90211","2013",NA,NA,NA,NA,4,5.283,NA
"1672","90211","2014",NA,NA,NA,NA,8,5.64920421594811,NA
"1673","90211","2015",NA,NA,NA,NA,4,5.25679110713744,NA
"1674","90211","2016",NA,NA,NA,NA,4,6.07275,NA
"1675","90211","2017",NA,NA,NA,NA,8,5.03155247020575,NA
"1676","90212","2008",NA,NA,NA,NA,2,3.589,NA
"1677","90212","2009",NA,NA,NA,NA,4,3.438,NA
"1678","90212","2010",NA,NA,NA,NA,5,5.693,NA
"1679","90212","2011",NA,NA,NA,NA,4,6.4625,NA
"1680","90212","2012",NA,NA,NA,NA,5,4.109,NA
"1681","90212","2013",NA,NA,NA,NA,2,4.494,NA
"1682","90212","2014",NA,NA,NA,NA,11,7.57865734799348,NA
"1683","90212","2015",NA,NA,NA,NA,4,5.45126859977108,NA
"1684","90212","2016",NA,NA,NA,NA,4,7.61179175763983,NA
"1685","90212","2017",NA,NA,NA,NA,1,6.8,NA
"1686","90220","2016",NA,NA,NA,NA,81,4.1470747949193,NA
"1687","90220","2017",NA,NA,NA,NA,31,4.48794046038158,NA
"1688","90221","2017",NA,NA,NA,NA,62,5.48411539237866,NA
"1689","90222","2016",NA,NA,NA,NA,56,4.12000705314201,NA
"1690","90222","2017",NA,NA,NA,NA,28,3.7351923830133,NA
"1691","90230","2008",NA,NA,NA,NA,9,3.60444444444444,NA
"1692","90230","2009",NA,NA,NA,NA,13,3.77730769230769,NA
"1693","90230","2010",NA,NA,NA,NA,11,3.90521782109535,NA
"1694","90230","2011",NA,NA,NA,NA,20,4.1585,NA
"1695","90230","2012",NA,NA,NA,NA,27,4.12592592592593,NA
"1696","90230","2013",NA,NA,NA,NA,51,4.30867786580485,NA
"1697","90230","2014",NA,NA,NA,NA,58,4.39177088897367,NA
"1698","90230","2015",NA,NA,NA,NA,49,4.40479197039257,NA
"1699","90230","2016",NA,NA,NA,NA,53,5.09057595040698,NA
"1700","90230","2017",NA,NA,NA,NA,31,5.05262170167127,NA
"1701","90232","2008",NA,NA,NA,NA,3,4.13,NA
"1702","90232","2009",NA,NA,NA,NA,11,3.20681818181818,NA
"1703","90232","2010",NA,NA,NA,NA,7,4.90428571428571,NA
"1704","90232","2011",NA,NA,NA,NA,13,4.05613403574678,NA
"1705","90232","2012",NA,NA,NA,NA,17,4.2161237964854,NA
"1706","90232","2013",NA,NA,NA,NA,25,4.3277649141549,NA
"1707","90232","2014",NA,NA,NA,NA,31,4.77726234754034,NA
"1708","90232","2015",NA,NA,NA,NA,44,5.12674345519996,NA
"1709","90232","2016",NA,NA,NA,NA,41,4.86771058432778,NA
"1710","90232","2017",NA,NA,NA,NA,24,5.5825324661275,NA
"1711","90233","2009",NA,NA,NA,NA,1,4.56,NA
"1712","90240","2009",NA,NA,NA,NA,1,3.87,NA
"1713","90240","2010",NA,NA,NA,NA,6,3.17583333333333,NA
"1714","90240","2011",NA,NA,NA,NA,8,4.74875,NA
"1715","90240","2012",NA,NA,NA,NA,13,7.22461538461538,NA
"1716","90240","2013",NA,NA,NA,NA,37,6.12367585097497,NA
"1717","90240","2014",NA,NA,NA,NA,78,4.46964095226915,NA
"1718","90240","2015",NA,NA,NA,NA,129,5.22270533888048,NA
"1719","90240","2016",NA,NA,NA,NA,71,6.91603310198168,NA
"1720","90240","2017",NA,NA,NA,NA,44,7.87201672909702,NA
"1721","90241","2009",NA,NA,NA,NA,2,6.936,NA
"1722","90241","2010",NA,NA,NA,NA,3,4.18464835304591,NA
"1723","90241","2011",NA,NA,NA,NA,11,6.91603850022545,NA
"1724","90241","2012",NA,NA,NA,NA,11,4.56045454545455,NA
"1725","90241","2013",NA,NA,NA,NA,25,5.5306049141549,NA
"1726","90241","2014",NA,NA,NA,NA,47,6.2334810734899,NA
"1727","90241","2015",NA,NA,NA,NA,86,5.81792933718119,NA
"1728","90241","2016",NA,NA,NA,NA,115,5.75187985870909,NA
"1729","90241","2017",NA,NA,NA,NA,58,8.31676675814657,NA
"1730","90242","2008",NA,NA,NA,NA,1,2.496,NA
"1731","90242","2009",NA,NA,NA,NA,1,8,NA
"1732","90242","2010",NA,NA,NA,NA,4,3.505,NA
"1733","90242","2011",NA,NA,NA,NA,3,5.63268319979652,NA
"1734","90242","2013",NA,NA,NA,NA,18,4.90082381618551,NA
"1735","90242","2014",NA,NA,NA,NA,28,4.6342815446667,NA
"1736","90242","2015",NA,NA,NA,NA,85,5.0094393603544,NA
"1737","90242","2016",NA,NA,NA,NA,117,5.01558344754318,NA
"1738","90242","2017",NA,NA,NA,NA,64,5.41570509799798,NA
"1739","90245","2008",NA,NA,NA,NA,3,5.889,NA
"1740","90245","2009",NA,NA,NA,NA,4,3.01875,NA
"1741","90245","2010",NA,NA,NA,NA,8,4.150625,NA
"1742","90245","2011",NA,NA,NA,NA,16,4.60875,NA
"1743","90245","2012",NA,NA,NA,NA,19,4.01095803128577,NA
"1744","90245","2013",NA,NA,NA,NA,30,5.1357728093603,NA
"1745","90245","2014",NA,NA,NA,NA,26,5.17233924221524,NA
"1746","90245","2015",NA,NA,NA,NA,33,5.44037059684589,NA
"1747","90245","2016",NA,NA,NA,NA,42,5.91780989957797,NA
"1748","90245","2017",NA,NA,NA,NA,23,6.64051570108595,NA
"1749","90247","2008",NA,NA,NA,NA,2,2.1505,NA
"1750","90247","2009",NA,NA,NA,NA,3,4.87,NA
"1751","90247","2010",NA,NA,NA,NA,6,6.41153376573827,NA
"1752","90247","2011",NA,NA,NA,NA,4,2.6425,NA
"1753","90247","2012",NA,NA,NA,NA,4,4.33875,NA
"1754","90247","2013",NA,NA,NA,NA,21,3.34103802619865,NA
"1755","90247","2014",NA,NA,NA,NA,13,4.06581175710973,NA
"1756","90247","2015",NA,NA,NA,NA,34,4.42410804469901,NA
"1757","90247","2017",NA,NA,NA,NA,40,4.50944152796621,NA
"1758","90248","2009",NA,NA,NA,NA,1,2.4,NA
"1759","90248","2010",NA,NA,NA,NA,2,3.9725,NA
"1760","90248","2011",NA,NA,NA,NA,1,5.17,NA
"1761","90248","2012",NA,NA,NA,NA,55,2.28260570219555,NA
"1762","90248","2013",NA,NA,NA,NA,47,1.97190237606241,NA
"1763","90248","2014",NA,NA,NA,NA,6,4.4557341981432,NA
"1764","90248","2016",NA,NA,NA,NA,55,2.69895989728044,NA
"1765","90248","2017",NA,NA,NA,NA,22,4.49761794344252,NA
"1766","90249","2009",NA,NA,NA,NA,2,3.64704311331553,NA
"1767","90249","2010",NA,NA,NA,NA,1,4.14,NA
"1768","90249","2011",NA,NA,NA,NA,3,4.26666666666667,NA
"1769","90249","2012",NA,NA,NA,NA,4,1.46098626478443,NA
"1770","90249","2013",NA,NA,NA,NA,6,3.80580370087753,NA
"1771","90249","2014",NA,NA,NA,NA,24,4.36183168002035,NA
"1772","90249","2015",NA,NA,NA,NA,40,4.17765377737713,NA
"1773","90249","2016",NA,NA,NA,NA,50,4.37528073596079,NA
"1774","90249","2017",NA,NA,NA,NA,43,4.69419630932384,NA
"1775","90250","2008",NA,NA,NA,NA,3,3.31649497647208,NA
"1776","90250","2009",NA,NA,NA,NA,5,4.02,NA
"1777","90250","2010",NA,NA,NA,NA,6,4.21333333333333,NA
"1778","90250","2011",NA,NA,NA,NA,10,4.5968,NA
"1779","90250","2012",NA,NA,NA,NA,9,8.47848467506041,NA
"1780","90250","2014",NA,NA,NA,NA,29,4.53269639121683,NA
"1781","90250","2015",NA,NA,NA,NA,108,4.39719796238969,NA
"1782","90250","2016",NA,NA,NA,NA,154,4.36961520504682,NA
"1783","90250","2017",NA,NA,NA,NA,71,4.54895278189193,NA
"1784","90254","2008",NA,NA,NA,NA,7,3.92128571428571,NA
"1785","90254","2009",NA,NA,NA,NA,13,4.66134358583042,NA
"1786","90254","2010",NA,NA,NA,NA,12,4.52766666666667,NA
"1787","90254","2011",NA,NA,NA,NA,17,3.73422014498283,NA
"1788","90254","2012",NA,NA,NA,NA,12,4.7070542413837,NA
"1789","90254","2013",NA,NA,NA,NA,17,4.70146012972148,NA
"1790","90254","2014",NA,NA,NA,NA,27,6.46506846411463,NA
"1791","90254","2015",NA,NA,NA,NA,33,5.41038239488452,NA
"1792","90254","2016",NA,NA,NA,NA,18,4.70930994937067,NA
"1793","90254","2017",NA,NA,NA,NA,24,6.21688925556525,NA
"1794","90255","2009",NA,NA,NA,NA,1,2.4,NA
"1795","90255","2011",NA,NA,NA,NA,1,3.87,NA
"1796","90255","2012",NA,NA,NA,NA,3,3.76,NA
"1797","90255","2013",NA,NA,NA,NA,6,5.09981699097037,NA
"1798","90255","2014",NA,NA,NA,NA,10,4.18934128195345,NA
"1799","90255","2015",NA,NA,NA,NA,31,4.18930385748364,NA
"1800","90255","2016",NA,NA,NA,NA,57,4.25180284893107,NA
"1801","90255","2017",NA,NA,NA,NA,31,4.54612005642053,NA
"1802","90260","2008",NA,NA,NA,NA,1,5.2,NA
"1803","90260","2009",NA,NA,NA,NA,2,2.45,NA
"1804","90260","2010",NA,NA,NA,NA,2,5.34,NA
"1805","90260","2011",NA,NA,NA,NA,2,2.785,NA
"1806","90260","2012",NA,NA,NA,NA,7,2.51378972039026,NA
"1807","90260","2013",NA,NA,NA,NA,6,3.85842439272542,NA
"1808","90260","2014",NA,NA,NA,NA,12,4.73664027724787,NA
"1809","90260","2015",NA,NA,NA,NA,31,3.93271482161333,NA
"1810","90260","2016",NA,NA,NA,NA,41,4.71417310324748,NA
"1811","90260","2017",NA,NA,NA,NA,10,4.17321083653205,NA
"1812","90261","2016",NA,NA,NA,NA,1,5.19133724018575,NA
"1813","90262","2009",NA,NA,NA,NA,3,1.92,NA
"1814","90262","2017",NA,NA,NA,NA,64,4.461717466271,NA
"1815","90263","2008",NA,NA,NA,NA,1,4.2,NA
"1816","90263","2010",NA,NA,NA,NA,2,11.51,NA
"1817","90263","2011",NA,NA,NA,NA,1,3.44,NA
"1818","90263","2012",NA,NA,NA,NA,1,3.96,NA
"1819","90264","2009",NA,NA,NA,NA,1,8.36,NA
"1820","90265","2008",NA,NA,NA,NA,17,7.28826388670692,NA
"1821","90265","2009",NA,NA,NA,NA,31,7.77465518947459,NA
"1822","90265","2010",NA,NA,NA,NA,32,8.73502966425029,NA
"1823","90265","2011",NA,NA,NA,NA,34,9.15158246740131,NA
"1824","90265","2012",NA,NA,NA,NA,31,8.97951612903226,NA
"1825","90265","2013",NA,NA,NA,NA,47,9.39702687783613,NA
"1826","90265","2014",NA,NA,NA,NA,53,8.30101462066185,NA
"1827","90265","2015",NA,NA,NA,NA,50,9.55661429342806,NA
"1828","90265","2016",NA,NA,NA,NA,52,8.88881267822577,NA
"1829","90265","2017",NA,NA,NA,NA,43,8.52197113059395,NA
"1830","90266","2008",NA,NA,NA,NA,14,5.89414285714286,NA
"1831","90266","2009",NA,NA,NA,NA,37,4.83362776740877,NA
"1832","90266","2010",NA,NA,NA,NA,41,5.34192654079154,NA
"1833","90266","2011",NA,NA,NA,NA,57,5.78312616259594,NA
"1834","90266","2012",NA,NA,NA,NA,75,5.35696198397558,NA
"1835","90266","2013",NA,NA,NA,NA,78,5.65246209119635,NA
"1836","90266","2014",NA,NA,NA,NA,78,6.66367122061456,NA
"1837","90266","2015",NA,NA,NA,NA,89,6.58040243323153,NA
"1838","90266","2016",NA,NA,NA,NA,77,6.76178719190014,NA
"1839","90266","2017",NA,NA,NA,NA,79,7.04817552995712,NA
"1840","90270","2013",NA,NA,NA,NA,1,1.71690194582221,NA
"1841","90270","2014",NA,NA,NA,NA,3,3.92979778710416,NA
"1842","90270","2015",NA,NA,NA,NA,12,3.88484699203245,NA
"1843","90270","2016",NA,NA,NA,NA,14,4.21345387610567,NA
"1844","90270","2017",NA,NA,NA,NA,9,5.24139494624755,NA
"1845","90271","2010",NA,NA,NA,NA,1,3.45,NA
"1846","90272","2008",NA,NA,NA,NA,18,4.94383333333333,NA
"1847","90272","2009",NA,NA,NA,NA,33,5.3419696969697,NA
"1848","90272","2010",NA,NA,NA,NA,35,5.2112,NA
"1849","90272","2011",NA,NA,NA,NA,36,7.76963888888889,NA
"1850","90272","2012",NA,NA,NA,NA,34,6.81629411764706,NA
"1851","90272","2013",NA,NA,NA,NA,45,7.17393333333333,NA
"1852","90272","2014",NA,NA,NA,NA,42,7.97707142857143,NA
"1853","90272","2015",NA,NA,NA,NA,23,6.84895652173913,NA
"1854","90272","2016",NA,NA,NA,NA,40,7.224725,NA
"1855","90272","2017",NA,NA,NA,NA,26,8.41811538461539,NA
"1856","90274","2008",NA,NA,NA,NA,14,6.75114285714286,NA
"1857","90274","2009",NA,NA,NA,NA,17,6.76976470588235,NA
"1858","90274","2010",NA,NA,NA,NA,23,8.26575435860856,NA
"1859","90274","2011",NA,NA,NA,NA,29,6.74162491676284,NA
"1860","90274","2012",NA,NA,NA,NA,44,6.77597563386632,NA
"1861","90274","2013",NA,NA,NA,NA,57,7.46038632636532,NA
"1862","90274","2014",NA,NA,NA,NA,89,8.73292817734032,NA
"1863","90274","2015",NA,NA,NA,NA,66,8.94635915158359,NA
"1864","90274","2016",NA,NA,NA,NA,69,9.0782680192195,NA
"1865","90274","2017",NA,NA,NA,NA,40,9.93649935768854,NA
"1866","90275","2008",NA,NA,NA,NA,16,5.516125,NA
"1867","90275","2009",NA,NA,NA,NA,44,5.70479114494815,NA
"1868","90275","2010",NA,NA,NA,NA,49,4.86044897878937,NA
"1869","90275","2011",NA,NA,NA,NA,56,4.95999299613016,NA
"1870","90275","2012",NA,NA,NA,NA,68,5.16024033278883,NA
"1871","90275","2013",NA,NA,NA,NA,105,6.86784928326157,NA
"1872","90275","2014",NA,NA,NA,NA,108,6.87156234788322,NA
"1873","90275","2015",NA,NA,NA,NA,123,6.80977807765789,NA
"1874","90275","2016",NA,NA,NA,NA,109,7.83568167035938,NA
"1875","90275","2017",NA,NA,NA,NA,92,7.34905784001591,NA
"1876","90277","2008",NA,NA,NA,NA,9,3.70407528932977,NA
"1877","90277","2009",NA,NA,NA,NA,10,4.3755,NA
"1878","90277","2010",NA,NA,NA,NA,15,3.84838570520158,NA
"1879","90277","2011",NA,NA,NA,NA,15,4.052,NA
"1880","90277","2012",NA,NA,NA,NA,18,4.61404705583111,NA
"1881","90277","2013",NA,NA,NA,NA,30,4.65782805544957,NA
"1882","90277","2014",NA,NA,NA,NA,43,5.47353278084878,NA
"1883","90277","2015",NA,NA,NA,NA,72,5.52691857559435,NA
"1884","90277","2016",NA,NA,NA,NA,41,6.4037751646221,NA
"1885","90277","2017",NA,NA,NA,NA,27,6.34715488273904,NA
"1886","90278","2008",NA,NA,NA,NA,3,4.56,NA
"1887","90278","2009",NA,NA,NA,NA,9,4.31794480478189,NA
"1888","90278","2010",NA,NA,NA,NA,10,3.5145,NA
"1889","90278","2011",NA,NA,NA,NA,21,4.41844406896677,NA
"1890","90278","2012",NA,NA,NA,NA,11,4.69564253754639,NA
"1891","90278","2013",NA,NA,NA,NA,26,4.855209095178,NA
"1892","90278","2014",NA,NA,NA,NA,46,4.54318890837845,NA
"1893","90278","2015",NA,NA,NA,NA,101,4.72707923308286,NA
"1894","90278","2016",NA,NA,NA,NA,63,4.75819407447483,NA
"1895","90278","2017",NA,NA,NA,NA,39,5.05972359854269,NA
"1896","90280","2008",NA,NA,NA,NA,1,3.744,NA
"1897","90280","2009",NA,NA,NA,NA,2,5.8125,NA
"1898","90280","2010",NA,NA,NA,NA,3,5.08333333333333,NA
"1899","90280","2016",NA,NA,NA,NA,129,4.19885222280046,NA
"1900","90280","2017",NA,NA,NA,NA,65,4.4523799820513,NA
"1901","90290","2008",NA,NA,NA,NA,8,5.159005,NA
"1902","90290","2009",NA,NA,NA,NA,21,8.3593050089933,NA
"1903","90290","2010",NA,NA,NA,NA,19,6.36404787244724,NA
"1904","90290","2011",NA,NA,NA,NA,8,5.61888348912629,NA
"1905","90290","2012",NA,NA,NA,NA,21,7.24990681491979,NA
"1906","90290","2013",NA,NA,NA,NA,22,7.52489405501023,NA
"1907","90290","2014",NA,NA,NA,NA,23,7.56512257186935,NA
"1908","90290","2015",NA,NA,NA,NA,23,7.39231558294211,NA
"1909","90290","2016",NA,NA,NA,NA,25,7.7501402316662,NA
"1910","90290","2017",NA,NA,NA,NA,22,8.06357745183146,NA
"1911","90291","2008",NA,NA,NA,NA,27,3.28414814814815,NA
"1912","90291","2009",NA,NA,NA,NA,26,4.26069230769231,NA
"1913","90291","2010",NA,NA,NA,NA,34,4.49597058823529,NA
"1914","90291","2011",NA,NA,NA,NA,23,4.53478260869565,NA
"1915","90291","2012",NA,NA,NA,NA,28,4.69557142857143,NA
"1916","90291","2013",NA,NA,NA,NA,43,3.69483720930233,NA
"1917","90291","2014",NA,NA,NA,NA,38,4.07673684210526,NA
"1918","90291","2015",NA,NA,NA,NA,23,4.89826086956522,NA
"1919","90291","2016",NA,NA,NA,NA,40,5.376575,NA
"1920","90291","2017",NA,NA,NA,NA,20,3.88959771936897,NA
"1921","90292","2008",NA,NA,NA,NA,2,5.27,NA
"1922","90292","2009",NA,NA,NA,NA,1,5.32,NA
"1923","90292","2010",NA,NA,NA,NA,1,5.67,NA
"1924","90292","2011",NA,NA,NA,NA,3,4.024,NA
"1925","90292","2012",NA,NA,NA,NA,2,5.64,NA
"1926","90292","2013",NA,NA,NA,NA,4,4.39,NA
"1927","90292","2014",NA,NA,NA,NA,9,4.29277777777778,NA
"1928","90292","2016",NA,NA,NA,NA,3,5.45566666666667,NA
"1929","90292","2017",NA,NA,NA,NA,2,6.3,NA
"1930","90293","2008",NA,NA,NA,NA,1,5.4,NA
"1931","90293","2009",NA,NA,NA,NA,7,3.90771428571429,NA
"1932","90293","2010",NA,NA,NA,NA,4,4.895,NA
"1933","90293","2011",NA,NA,NA,NA,16,4.386875,NA
"1934","90293","2012",NA,NA,NA,NA,8,4.855625,NA
"1935","90293","2013",NA,NA,NA,NA,8,4.239125,NA
"1936","90293","2014",NA,NA,NA,NA,11,4.86509090909091,NA
"1937","90293","2015",NA,NA,NA,NA,8,5.899625,NA
"1938","90293","2016",NA,NA,NA,NA,10,5.8288,NA
"1939","90293","2017",NA,NA,NA,NA,7,6.80714285714286,NA
"1940","90301","2009",NA,NA,NA,NA,1,3.456,NA
"1941","90301","2010",NA,NA,NA,NA,3,2.89666666666667,NA
"1942","90301","2012",NA,NA,NA,NA,3,3.95833333333333,NA
"1943","90301","2013",NA,NA,NA,NA,5,43.2186,NA
"1944","90301","2014",NA,NA,NA,NA,5,3.44554979015643,NA
"1945","90301","2015",NA,NA,NA,NA,15,5.41044416984137,NA
"1946","90301","2016",NA,NA,NA,NA,33,6.5442110807099,NA
"1947","90301","2017",NA,NA,NA,NA,16,4.60778962832771,NA
"1948","90302","2009",NA,NA,NA,NA,1,2,NA
"1949","90302","2010",NA,NA,NA,NA,2,1.53,NA
"1950","90302","2012",NA,NA,NA,NA,2,4.595,NA
"1951","90302","2013",NA,NA,NA,NA,4,3.03625,NA
"1952","90302","2014",NA,NA,NA,NA,9,3.47575946415702,NA
"1953","90302","2015",NA,NA,NA,NA,19,4.35431175912235,NA
"1954","90302","2016",NA,NA,NA,NA,33,4.05954233198363,NA
"1955","90302","2017",NA,NA,NA,NA,19,4.45412174848614,NA
"1956","90303","2010",NA,NA,NA,NA,1,2.86150324303701,NA
"1957","90303","2011",NA,NA,NA,NA,3,4.77833333333333,NA
"1958","90303","2012",NA,NA,NA,NA,2,3.94,NA
"1959","90303","2013",NA,NA,NA,NA,6,5.08833333333333,NA
"1960","90303","2015",NA,NA,NA,NA,25,4.68639740709864,NA
"1961","90303","2016",NA,NA,NA,NA,28,4.98422958578271,NA
"1962","90303","2017",NA,NA,NA,NA,17,4.98282984230892,NA
"1963","90304","2008",NA,NA,NA,NA,1,2.1,NA
"1964","90304","2009",NA,NA,NA,NA,2,1.575,NA
"1965","90304","2012",NA,NA,NA,NA,1,6.88,NA
"1966","90304","2015",NA,NA,NA,NA,10,3.62891754406849,NA
"1967","90304","2017",NA,NA,NA,NA,15,3.89075542860432,NA
"1968","90305","2010",NA,NA,NA,NA,4,3.03706600534147,NA
"1969","90305","2011",NA,NA,NA,NA,1,2.52,NA
"1970","90305","2012",NA,NA,NA,NA,3,5.78,NA
"1971","90305","2014",NA,NA,NA,NA,13,3.47938942857981,NA
"1972","90305","2015",NA,NA,NA,NA,31,4.21480029033893,NA
"1973","90305","2016",NA,NA,NA,NA,40,5.2062137611365,NA
"1974","90305","2017",NA,NA,NA,NA,27,5.0186393492106,NA
"1975","90401","2008",NA,NA,NA,NA,1,8.4,NA
"1976","90401","2009",NA,NA,NA,NA,2,8.2425,NA
"1977","90401","2010",NA,NA,NA,NA,2,5.405,NA
"1978","90401","2011",NA,NA,NA,NA,2,8.46,NA
"1979","90401","2014",NA,NA,NA,NA,2,99.42,NA
"1980","90401","2015",NA,NA,NA,NA,1,5.60854635635254,NA
"1981","90401","2017",NA,NA,NA,NA,1,2.6,NA
"1982","90402","2008",NA,NA,NA,NA,15,6.30851659671881,NA
"1983","90402","2009",NA,NA,NA,NA,18,6.93283369367078,NA
"1984","90402","2010",NA,NA,NA,NA,21,6.62433513199251,NA
"1985","90402","2011",NA,NA,NA,NA,20,6.51656136970622,NA
"1986","90402","2012",NA,NA,NA,NA,22,6.39189292775138,NA
"1987","90402","2013",NA,NA,NA,NA,35,6.86498722406933,NA
"1988","90402","2014",NA,NA,NA,NA,37,6.30885505431749,NA
"1989","90402","2015",NA,NA,NA,NA,33,6.61108408084973,NA
"1990","90402","2016",NA,NA,NA,NA,29,8.07026910016887,NA
"1991","90402","2017",NA,NA,NA,NA,29,7.79097855778955,NA
"1992","90403","2008",NA,NA,NA,NA,11,2.22854545454545,NA
"1993","90403","2009",NA,NA,NA,NA,8,4.47125,NA
"1994","90403","2010",NA,NA,NA,NA,9,3.88953580058502,NA
"1995","90403","2011",NA,NA,NA,NA,8,5.37842188096147,NA
"1996","90403","2012",NA,NA,NA,NA,10,2.94223750476917,NA
"1997","90403","2013",NA,NA,NA,NA,6,4.83033333333333,NA
"1998","90403","2014",NA,NA,NA,NA,9,5.92256454279537,NA
"1999","90403","2015",NA,NA,NA,NA,12,5.92024909876523,NA
"2000","90403","2016",NA,NA,NA,NA,7,5.49155335856425,NA
"2001","90403","2017",NA,NA,NA,NA,5,6.9388740640024,NA
"2002","90404","2008",NA,NA,NA,NA,4,3.63625,NA
"2003","90404","2009",NA,NA,NA,NA,2,19.4625,NA
"2004","90404","2010",NA,NA,NA,NA,1,3.68,NA
"2005","90404","2011",NA,NA,NA,NA,1,2.35,NA
"2006","90404","2012",NA,NA,NA,NA,14,2.21716302392762,NA
"2007","90404","2013",NA,NA,NA,NA,2,3.9465,NA
"2008","90404","2014",NA,NA,NA,NA,15,2.56625855271525,NA
"2009","90404","2015",NA,NA,NA,NA,2,3.5975,NA
"2010","90404","2016",NA,NA,NA,NA,5,4.40061040746987,NA
"2011","90404","2017",NA,NA,NA,NA,1,7.86510797646689,NA
"2012","90405","2008",NA,NA,NA,NA,14,4.13272791192021,NA
"2013","90405","2009",NA,NA,NA,NA,24,4.15993664949765,NA
"2014","90405","2010",NA,NA,NA,NA,13,4.26460643324627,NA
"2015","90405","2011",NA,NA,NA,NA,16,4.55315759729111,NA
"2016","90405","2012",NA,NA,NA,NA,14,4.3618506022783,NA
"2017","90405","2013",NA,NA,NA,NA,26,4.25797973468729,NA
"2018","90405","2014",NA,NA,NA,NA,48,5.02655597418288,NA
"2019","90405","2015",NA,NA,NA,NA,37,4.98532534726229,NA
"2020","90405","2016",NA,NA,NA,NA,37,5.50915051767928,NA
"2021","90405","2017",NA,NA,NA,NA,22,4.7988125254053,NA
"2022","90406","2008",NA,NA,NA,NA,1,4.05,NA
"2023","90501","2008",NA,NA,NA,NA,1,6.75,NA
"2024","90501","2009",NA,NA,NA,NA,10,4.0785,NA
"2025","90501","2010",NA,NA,NA,NA,11,3.31681818181818,NA
"2026","90501","2011",NA,NA,NA,NA,5,3.29,NA
"2027","90501","2012",NA,NA,NA,NA,14,3.94528748569248,NA
"2028","90501","2013",NA,NA,NA,NA,26,4.43549129809527,NA
"2029","90501","2014",NA,NA,NA,NA,28,5.13560591649861,NA
"2030","90501","2015",NA,NA,NA,NA,40,4.48932419908123,NA
"2031","90501","2016",NA,NA,NA,NA,60,4.5289708239487,NA
"2032","90501","2017",NA,NA,NA,NA,60,5.05110808976556,NA
"2033","90502","2010",NA,NA,NA,NA,1,7.59,NA
"2034","90502","2011",NA,NA,NA,NA,1,4.14,NA
"2035","90502","2012",NA,NA,NA,NA,4,2.15264116749332,NA
"2036","90502","2013",NA,NA,NA,NA,4,5.7275,NA
"2037","90502","2014",NA,NA,NA,NA,11,5.04631906628282,NA
"2038","90502","2015",NA,NA,NA,NA,22,4.04695086651235,NA
"2039","90502","2016",NA,NA,NA,NA,30,4.38552421599553,NA
