"","year","county","SASH_sys_installed","total_sys_installed","pop","med_age","pov","inc_under10","inc_over200","ed_LThighschool","ed_college","county_medianinc","whiteshare","hispshare","asianshare","blackshare","maleshare","nonfluentshare","LThighschoolshare","collegeshare","poverty_rate","SASH_installations_share","SASH_install_rate_10000","total_install_rate_10000","inc_threshold","inc_under15","inc_under20","inc_under25","inc_under30","inc_under35","inc_under40","inc_under45","inc_under50","inc_under60","inc_under75","inc_under100","inc_under125","inc_under150","inc_under200","total_hh","eligible_hh","eligibilityshare"
"140",2013,"Monterey",49,391,420569,33,68185,5928,6904,64688,46002,59168,32.4653029586108,55.904976353464,6.18614305857065,2.95361759901467,51.4410239461301,23.6410672208365,29.9620194534507,21.3070866141732,16.2125596513295,0.125319693094629,1.16508824949057,9.29692868471048,47334.4,11363,17462,24118,29800,35954,41907,47671,53346,63495,76552,92939,104009,111382,118524,125428,50320.544,0.40119067512836
"141",2013,"Napa",0,355,137837,39.8,13563,1661,4094,13012,22332,70443,55.7549859616794,32.6051785804973,7.11057263289247,2.13585611990975,49.8567148153253,12.9420982754993,17.9589808706214,30.8223148480415,9.83988334046736,0,0,25.75505851114,56354.4,3656,5443,7778,9263,11635,13499,15712,17797,21423,26496,32805,38209,41624,45337,49431,20101.10544,0.406649783334345
"142",2013,"Nevada",5,193,98509,48.5,11696,1843,1924,2906,17092,57353,86.2733354312804,8.72813651544529,1.49224943913754,0.418235897227664,49.6340435899258,2.11452760661462,5.47382696980542,32.1949933131157,11.8730268300358,0.0259067357512953,0.50756783644134,19.5921184866357,45882.4,4047,6112,8312,10469,12707,14387,16400,18116,21372,25425,30794,34699,36840,39067,40991,16702.83968,0.407475779561367
"143",2013,"Orange",17,3516,3051771,36.4,373049,42554,101935,259937,619427,75422,43.4995614022153,33.8452328172723,18.3363692754142,1.63301899126769,49.4687838635337,11.6361941967467,15.8359991982605,37.7370111810975,12.2240168086006,0.00483503981797497,0.055705359281545,11.5211790137596,60337.6,76895,112280,149585,186110,223830,259678,295692,331793,402330,495063,627318,731476,805620,893577,995512,404417.11072,0.40624031726388
"144",2013,"Placer",4,1284,355924,40.4,30850,5138,9512,10310,68339,72725,75.4413863633809,13.0435149076769,6.28111619334465,1.21289938301435,48.8050819837943,2.3957361683955,5.55396939121816,36.8140362974256,8.66758071947944,0.00311526479750779,0.112383542554028,36.0751171598431,58180,9607,14942,20166,25202,30817,36149,41393,45812,55282,68402,86224,101329,111593,123197,132709,53558.46,0.403578204944653
"145",2013,"Plumas",0,7,19586,49.9,2917,677,330,1032,2238,45794,84.8973756765036,8.12314918819565,0.760747472684571,1.21515368120086,50.0867966915143,1.71040539160625,9.92116900596039,21.5150932512978,14.8932911263147,0,0,3.57398141529664,36635.2,1417,1948,2441,2941,3579,4005,4427,4836,5778,6566,7656,8212,8402,8667,8997,3718.31904,0.41328432144048
"146",2013,"Riverside",133,6644,2228528,33.9,355511,35831,27346,224876,221834,56529,38.9431499177933,46.018851905832,6.0172903369399,6.23196118693595,49.7947972832291,12.1807758305034,20.3601109287248,20.0846904416778,15.9527275403316,0.0200180614087899,0.596806501870293,29.8134014919265,45223.2,71058,105880,142563,176734,212480,244361,276386,305434,358705,429554,518589,579186,617693,655798,683144,277682.70272,0.406477554834705
"147",2013,"Sacramento",0,13,1435207,35.1,248304,30785,20357,99495,218003,55064,47.9409590393581,21.7945564646772,14.6138501275426,10.0763861937686,48.9675705316376,5.10532627000844,13.0378890924387,28.5672539908429,17.3009189615157,0,0,0.0905792683564113,44051.2,60969,85999,112711,138047,164473,189870,214838,235611,277699,331153,397559,442488,468932,496886,517243,210100.07232,0.406192200416439
"148",2013,"San Benito",2,113,56115,34.5,6639,681,905,6428,5237,66237,37.4677002583979,56.9010068609106,2.0493629154415,1.3080281564644,49.988416644391,16.4234161988773,22.0348279171809,17.9521458933224,11.8310612135793,0.0176991150442478,0.356410941815914,20.1372182125991,52989.6,1399,2085,3019,3522,4319,5045,5765,6427,7782,9473,11912,13836,14881,16090,16995,6832.0908,0.402005931156222
"149",2013,"San Bernardino",24,3207,2056915,31.9,375280,39908,19542,216160,198276,54090,32.4725620650343,49.9095003925782,6.46370900110116,8.72043813186252,49.753392823719,12.741994686217,20.7310535184576,19.0158695754335,18.2447986426274,0.00748362956033676,0.11667959055187,15.5913102874936,43272,71902,103479,135143,166091,195225,224172,252808,279790,330833,393640,471756,524540,554490,584337,603879,242911.3984,0.402251772954516
"150",2013,"San Diego",174,9038,3138265,34.8,441648,63844,72407,227597,591596,62962,47.9753940473478,32.3542466936349,11.1192330794245,5.06149098307504,50.2218582560746,10.1928932069153,13.5591998536826,35.2446139300572,14.0729989341244,0.0192520469130339,0.554446485558103,28.799352508472,50369.6,110922,155244,203954,250624,299649,345107,391010,434627,517101,619477,760131,860567,927953,1004076,1076483,437675.23904,0.40657886751579
"151",2013,"San Francisco",37,757,817501,38.5,108306,23209,48567,54613,295865,75604,41.7247196027895,15.1886052738773,33.3454026355931,5.87057385862525,50.7990815913375,4.79852624033487,10.4566315833814,56.6486240165735,13.248424160949,0.0488771466314399,0.452598834741487,9.25992751079204,60483.2,44478,57559,71540,83063,95258,105330,115866,125660,145161,171504,209412,242006,264580,296777,345344,146009.59584,0.422794650667161
"152",2013,"San Joaquin",2,1056,693177,32.9,123115,12419,7334,74074,63276,53380,35.4121674550656,39.3159322943491,14.3391947511242,7.1988828250216,49.785985397669,11.2138746669321,21.4070618970829,18.2864871425847,17.7609759123572,0.00189393939393939,0.0288526595660271,15.2342042508623,42704,25060,36566,48222,58983,69769,80977,90824,100677,118395,139766,166738,185996,196715,208229,215563,86302.2576,0.40035747136568
"153",2013,"San Luis Obispo",36,780,272094,39.5,36588,6564,4988,14773,42253,58697,70.5293023734445,21.1335053327159,3.47526957595537,2.1838041265151,51.1275515079348,5.24193844774232,10.791088385683,30.8641344046749,13.4468235242232,0.0461538461538462,1.32307217358707,28.6665637610532,46957.6,11891,16071,20728,25488,30706,35066,39834,44128,52055,61672,75340,84955,91109,97166,102154,41515.18688,0.406398054701725
"154",2013,"San Mateo",6,1066,729543,39.3,54905,8027,41934,43224,191996,88202,41.8549694808942,25.3229761645304,25.4263285371801,2.72581602455236,49.2034054195572,9.12420515308899,10.4713107307678,46.512349043691,7.52594432404944,0.00562851782363977,0.0822432673605257,14.6118871677201,70561.6,14810,21681,29206,37361,45619,52762,61786,69516,86209,109499,142651,168600,189548,216007,257941,102607.644266667,0.397795016172949
"155",2013,"Santa Barbara",9,450,427288,33.5,65740,7456,10016,45289,63974,62779,47.4148583625096,43.2614536331467,5.01605474527719,1.98507798019135,50.2101627005673,15.1263316545281,21.8563596702894,30.8736945736733,15.3854075003276,0.02,0.210630768942727,10.5315384471364,50223.2,14289,21019,27340,33039,39849,46062,52322,57692,68056,82691,100006,112318,120979,131704,141720,57923.32448,0.408716655941293
"156",2013,"Santa Clara",20,3868,1812208,36.4,181376,23716,98054,122753,490546,91702,34.676483052718,26.7956548034221,32.5531616679763,2.64147382640403,50.2258018947052,7.64200356691947,12.1097237472045,48.3929235562159,10.0085641383329,0.00517063081695967,0.110362607382817,21.3441282678368,73361.6,42954,61206,80629,100018,117784,134144,153685,170901,205799,253984,327497,392577,442566,511323,609377,248720.913066667,0.408156056212602
"157",2013,"Santa Cruz",2,490,264808,36.9,37239,5856,7674,20960,51562,66519,59.229328419081,32.3642034983837,4.29027823932812,0.981465816742697,49.7907918189783,11.2564575088366,15.0085210591891,36.9212482277629,14.0626416120359,0.00408163265306122,0.0755264191414157,18.5039726896468,53215.2,10283,14099,18203,21474,25332,29404,33190,36107,42474,51503,63556,72529,78561,85830,93504,38154.11784,0.408047974845996
"158",2013,"Shasta",8,229,177966,42.1,30575,4394,1711,9889,17906,44651,81.99993257139,8.66401447467494,2.45777283301305,0.950181495341807,49.2228852702202,1.3749817380848,10.8250413232187,19.6008888596981,17.1802479125226,0.0349344978165939,0.449524066394705,12.8676264005484,35720.8,10053,14429,19246,23150,27602,31168,34718,38087,43998,50751,58513,63025,64924,67269,68980,28116.07456,0.407597485648014
"159",2013,"Sierra",0,0,3127,51.3,599,155,59,164,400,39009,87.2081867604733,8.98624880076751,0.0639590661976335,0.575631595778702,47.8733610489287,5.30860249440358,8.99616017553483,21.9418540866703,19.1557403261912,NA,0,0,31207.2,239,386,459,536,585,638,728,775,855,958,1079,1145,1173,1194,1253,547.83056,0.437215131683958
"160",2013,"Siskiyou",0,33,44503,47.1,9216,1578,308,2475,5419,37709,78.9901804372739,10.7835426825158,1.3706941105094,1.28980068759409,49.9269712154237,2.28973327640833,10.7688291345777,23.578297002132,20.7087162663191,0,0,7.41523043390333,30167.2,3535,5231,7027,8120,9158,10108,11319,12080,13751,15404,17511,18332,18757,19109,19417,8154.71072,0.419977891538343
"161",2013,"Solano",1,1278,417258,37.1,52358,6902,7722,26912,54853,67177,40.4876599130514,24.4649593297193,14.6863571219725,14.0287304257797,49.9082102679877,6.76104472532582,11.9166120547654,24.288864485733,12.5481117198472,0.000782472613458529,0.0239659874705817,30.6285319874035,53741.6,12813,18280,23807,29209,35504,40831,46693,51588,63046,77992,98962,113769,123067,133742,141464,55875.12528,0.394977699485381
"162",2013,"Sonoma",16,1301,487469,40.2,57048,7682,11532,36629,82984,63356,65.7500271812156,25.1950380434448,4.02364047765089,1.56892028005883,49.1643571180937,8.34022266031276,13.8354208530376,31.3445238490942,11.7028980304389,0.0122982321291314,0.328226000012308,26.6888766260008,50684.8,15683,23473,33037,41378,49548,57471,65889,73781,88656,107349,131775,150071,161926,174128,185660,74799.64,0.402885058709469
"163",2013,"Stanislaus",0,133,518321,33,104173,10928,4635,57941,43747,49297,46.0965309142404,42.4962523224025,5.27684581562391,2.82353985271675,49.4965475062751,12.0790012366854,22.2417995815819,16.793151762922,20.098163107418,0,0,2.56597745412592,39437.6,21763,32085,41592,50993,60476,69242,77533,84418,98185,115068,134966,147682,155766,162248,166883,68256.00032,0.409005113282959
"164",2013,"Sutter",8,241,94787,34.8,15596,1643,893,9688,9040,50408,49.802188063764,29.0525072003545,14.2445694029772,1.83041978330362,49.6724234335932,10.188105963898,20.5019680873577,19.1306556058746,16.4537331068606,0.033195020746888,0.843997594606855,25.4254275375315,40326.4,3590,5669,7468,9008,10620,12469,14290,15717,18372,21599,25347,27970,29244,30832,31725,12587.87488,0.39678092608353
"165",2013,"Tehama",10,80,63241,39.9,12271,1435,398,5978,4308,41924,71.2828702898436,22.4949004601445,1.17803323793109,0.698913679416834,49.7066776300185,5.73204092281906,18.8058386812634,13.5522838807097,19.4035514934931,0.125,1.58125266836388,12.650021346911,33539.2,3284,4946,6628,8024,9849,11233,12437,13671,15820,18205,20267,21738,22512,22976,23374,9315.808,0.398554291092667
"166",2013,"Trinity",0,4,13638,49.8,2579,395,82,447,1710,36890,83.1280246370436,7.01715794104707,1.22451972429975,0.931221586742924,51.0925355623992,0.989881214254289,5.95285657211346,22.7726727926488,18.9103974189764,0,0,2.93298137556826,29512,879,1512,1900,2209,2707,2979,3260,3556,3892,4402,4978,5320,5450,5586,5668,2178.8416,0.384411009174312
"167",2013,"Tulare",116,893,446644,29.9,115313,10234,3099,65430,27993,42708,31.9424418552583,61.2418391381055,3.3505431618918,1.67986136609918,50.1565004791288,19.0052928059036,30.9939082735687,13.2601631407918,25.8176534331593,0.12989921612542,2.59714672087837,19.9935519115895,34166.4,19408,28689,37522,45819,54630,62042,68763,74934,85649,97751,110978,118837,124031,128543,131642,53161.03008,0.403830313121952
"168",2013,"Tuolumne",0,47,54728,48,7411,1255,748,3255,5084,48426,81.3240023388393,10.9304195293086,1.11460312819763,2.11226428884666,52.6110948691712,1.85462651659114,11.0850020433183,17.3137174771829,13.5415143984798,0,0,8.58792574185061,38740.8,2757,4248,5600,6940,8343,9305,10195,11428,13585,15559,18355,19878,20566,21277,22025,9062.72992,0.411474684222474
"169",2013,"Ventura",59,1598,829017,36.6,90471,9273,25163,73501,139427,76544,48.1197611146695,40.7437965687073,6.90564849695483,1.83096365937007,49.6637584030243,13.1058832327926,16.8739726530575,32.0089166827369,10.9130452089644,0.0369211514392991,0.711686250101023,19.275841146804,61235.2,18993,28649,39244,47531,57723,67132,77310,87178,105221,130709,167550,196672,217610,241913,267076,107319.85184,0.401832631310938
"170",2013,"Yolo",0,657,202288,30.7,37188,4751,3722,13899,38370,55918,49.3702048564423,30.6726053942893,12.9038796171795,2.54340346436763,48.7814403227082,9.54184133512616,14.3578777736457,39.6367918681046,18.3836905797675,0,0,32.4784465712252,44734.4,8950,12991,16651,20271,23054,25993,28793,32151,37026,43248,51541,57657,61721,66625,70347,28644.264,0.40718529574822
"171",2013,"Yuba",0,167,72574,31.9,15392,1383,289,7328,4860,44902,57.8898779177116,25.755780306997,7.21332708683551,3.01760961225783,50.9025270758123,6.43756717281671,20.021310893145,13.2783257288052,21.2086973296222,0,0,23.0109956733817,35921.6,3162,4677,6400,8107,9608,10818,12182,13244,15578,18199,21199,22607,23364,24011,24300,9831.0272,0.404569020576132
"172",2014,"Alameda",34,3261,1559308,36.9,197191,29627,59768,103759,389428,73775,33.3080443376164,22.606181716505,27.1954610634974,11.8504490453458,48.9938485533326,7.13438268770506,11.753544731527,44.1133725046415,12.6460583797428,0.010426249616682,0.218045440669836,20.9131230007157,59020,55953,77040,98796,119295,138621,157510,177245,194262,231274,279447,345743,402229,441352,491966,551734,227646.824,0.412602493230434
"173",2014,"Amador",0,84,37159,49.6,4277,872,496,2387,3810,52964,79.9160364918324,12.7129363007616,1.3482601792298,2.18520412282354,53.731262951102,1.85957641486585,11.7760236803157,18.7962506166749,11.5099975779757,0,0,22.605559891278,42371.2,1580,2456,3257,4079,4805,5519,6027,6613,7619,8991,11008,12161,12860,13443,13939,5759.91392,0.41322289403831
"174",2014,"Butte",9,1439,221578,36.9,46643,6751,2410,11923,26659,43165,74.2442841798374,14.8787334482665,4.23507748964247,1.46584949769381,49.528834090027,2.99127169664858,11.2361350635643,25.1232177018838,21.0503750372329,0.00625434329395414,0.406177508597424,64.9432705412992,34532,13229,19603,25475,30553,35632,40000,44048,47162,54132,62239,71058,76610,79914,82805,85215,35156.6056,0.412563581529073
"175",2014,"Calaveras",0,166,44921,50.3,5352,1112,643,1506,4574,54936,82.88773624808,10.9102646868948,1.17094454709379,0.650030052759289,49.5469824803544,1.21546715344716,6.50259067357513,19.7495682210708,11.9142494601634,0,0,36.953763273302,43948.8,2121,3288,4061,5074,5916,6803,7718,8483,10123,11936,14355,16092,17058,17965,18608,7525.6304,0.404429836629407
"176",2014,"Colusa",0,87,21424,34.1,3068,318,183,3358,1391,50503,38.2001493651979,56.7354368932039,1.32094846900672,0.92419716206124,52.0724421209858,19.4408140403286,31.7841930903928,13.1661145291055,14.3203883495146,0,0,40.6086631814787,40402.4,739,1031,1395,1937,2401,2649,3060,3421,4102,4853,5763,6249,6456,6729,6912,2682.07728,0.388032013888889
"177",2014,"Contra Costa",21,4882,1081232,38.7,114171,14898,45702,63073,233420,79799,46.568636518342,24.7734991195229,14.9256588780206,8.97448466194119,48.7567885523181,7.19059369312044,10.7875734159765,39.9225561929391,10.5593434156592,0.0043015157722245,0.194222886485047,45.1521967533332,63839.2,28744,41976,55372,67804,81209,94387,107687,120429,144910,179975,226662,266472,296423,334481,380183,153884.769866667,0.404764994401819
"178",2014,"Del Norte",0,1,28066,39.2,5468,964,193,2685,2273,39302,63.7996151927599,18.6382099337276,2.14494406042899,3.58797121071759,55.4514359010903,3.62716454072543,17.6667982629293,14.9559152520068,19.4826480438965,0,0,0.356303000071261,31441.6,1992,2681,3307,3808,4340,4816,5142,5480,6181,7284,8203,8886,9167,9334,9527,3961.38624,0.415806260102866
"179",2014,"El Dorado",0,984,181465,44.4,18497,2928,5798,6978,32189,68507,79.342021877497,12.3500399526079,3.794120078252,0.981456479210867,50.0063373102251,2.83470641721544,7.10070009768805,32.7550065125366,10.1931501942523,0,0,54.2253327087868,54805.6,5884,8361,11218,14146,17215,20201,22613,24904,29951,36285,44894,51566,56009,61422,67220,27329.38632,0.406566294555192
"180",2014,"Fresno",32,4487,948844,31.2,255019,23914,8897,119884,90174,45201,31.6468249786055,51.2111579985751,9.70612661301542,5.08787535148033,49.895135554422,13.6590419499939,25.940832294696,19.5121001246365,26.8768100973395,0.00713171383998217,0.337252488291015,47.2891223425558,36160.8,44618,64471,83192,101142,117826,131941,145792,157789,180193,207977,239774,259974,271836,283653,292550,121102.9384,0.413956378055033
"181",2014,"Glenn",17,217,28019,36.7,5517,746,296,3278,2132,40106,54.4059388272244,38.9235875655805,2.34840643848817,0.888682679610264,50.6941718119847,12.9554944858846,23.5878247103691,15.3414405986904,19.6902102144973,0.0783410138248848,6.06731146721867,77.4474463756736,32084.8,1566,2367,2849,3497,4032,4775,5079,5474,6226,7061,8063,8661,9093,9265,9561,3720.0736,0.389088338039954
"182",2014,"Humboldt",0,63,134876,37.4,27325,4165,1115,6404,19956,42153,76.2982294848602,10.3354191998576,2.26652629081527,1.30119517186156,50.0704350662831,2.06856668347223,8.91797799749339,27.7900013925637,20.2593493282719,0,0,4.67095702719535,33722.4,8770,12313,15837,19178,22517,25478,28039,30605,35319,40483,46090,49319,50630,52015,53130,21663.81872,0.407751152268022
"183",2014,"Imperial",0,153,177026,31.9,38935,4244,955,24782,12531,41772,12.9681515709557,81.3948233592806,1.48170325262956,2.94024606554969,51.2557477432694,29.5007513020686,28.7604303271554,14.5426903570973,21.9939443923491,0,0,8.64279823302792,33417.6,8614,12001,15248,17983,20640,22738,24895,26563,29919,33955,39385,42500,44496,45997,46952,19799.11264,0.421688376214006
"184",2014,"Inyo",13,52,18439,45.3,2445,364,200,1016,2016,45625,64.8137100710451,20.2288627365909,1.35582189923532,1.09550409458214,50.2630294484516,3.87222734421606,10.5822310176023,20.9978127278409,13.2599381745214,0.25,7.05027387602365,28.2010955040946,36500,1182,1665,2074,2684,3087,3495,3890,4246,4655,5544,6536,7145,7406,7691,7891,3209.4,0.406716512482575
"185",2014,"Kern",1,4294,857730,31,192972,17751,8077,114039,64236,48574,37.240040572208,50.4086367504926,4.41700768307043,5.64420038939993,51.3812038753454,14.7111561913423,26.789842134937,15.0902086074046,22.4979888776188,0.000232883092687471,0.0116586804705443,50.0623739405174,38859.2,35478,51258,66981,82584,96146,110175,121681,131408,150771,176715,207123,226889,238141,249660,257737,106974.14336,0.415051557828329
"186",2014,"Kings",4,568,151390,31.2,30244,2891,1019,22578,9550,47341,34.4672699649911,52.1243146839289,3.65281722702953,6.50175044586829,55.6397384239382,15.2077415945571,28.5519177510528,12.0768365011318,19.9775414492371,0.00704225352112676,0.264218244269767,37.5189906863069,37872.8,5380,7768,10393,12611,15150,17510,19553,21618,24731,28811,33673,36430,38257,40089,41108,16505.9616,0.40152674905128
"187",2014,"Lake",12,157,64209,45.2,15395,2485,417,4988,4688,35997,73.005341930259,18.0675606223427,1.19453659144357,2.33144886230902,50.3029170365525,4.82331137379495,14.7530316474416,13.8657202011239,23.9763896027037,0.0764331210191083,1.86889688361445,24.4514008939557,28797.6,4996,7533,9652,11470,13107,14357,15573,16806,18750,20985,23473,25138,25819,26354,26771,11032.80736,0.41211786485376
"188",2014,"Lassen",0,0,33356,37.3,3856,776,179,4413,2395,53351,66.0271015709318,18.1076867729944,1.52896030699125,8.70907782707759,67.0254227125555,4.11020506055882,21.3849583252568,11.6059313820508,11.5601391054083,NA,0,0,42680.8,1399,1797,2278,2934,3342,3677,4167,4614,5383,6688,8001,8738,9222,9642,9821,3939.7184,0.401152469198656
"189",2014,"Los Angeles",127,12646,9974203,35.3,1805868,212332,219680,1183335,1662994,55870,27.1867837460296,48.1290685581595,13.9795530530109,8.34405515909391,49.2639662537448,16.6058581322237,21.8817893163886,30.7514645830795,18.105386465465,0.0100427012494069,0.12732846925213,12.6787072611215,44696,402051,578643,747366,904503,1060307,1203662,1345299,1468547,1708164,2010491,2390511,2658828,2829088,3022711,3242391,1336687.4704,0.412253633321829
"190",2014,"Madera",0,500,152452,33.3,33290,3325,894,23516,9827,45490,36.8470075827146,55.1052134442316,2.18757379371868,3.53029150158739,48.1790989950935,15.8672893763283,31.1610526594758,13.0217581427398,21.8363812872248,0,0,32.7972083016294,36392,5498,8280,11090,13904,16393,18797,21179,23035,26692,31445,35698,38785,40560,41829,42723,17062.2736,0.399369744634038
"191",2014,"Marin",0,706,256802,45.1,21917,3717,20194,11450,78090,91529,72.2747486390293,15.7374163752619,5.67168479996262,2.69195722774745,49.001954813436,5.80797657339117,8.06610685302074,55.0115532010821,8.53459085209617,0,0,27.4919977258744,73223.2,7575,11044,14497,17306,20526,23986,27182,30088,35782,43381,54799,65010,72073,82840,103034,42480.87312,0.412299562474523
"192",2014,"Mariposa",0,41,17946,50.2,2902,585,181,893,2068,50560,82.4139083918422,9.63445893235261,1.29276719046027,0.863702217764404,50.4290649726959,1.69954307366544,9.46676561009223,21.9230361496873,16.1707344254987,0,0,22.8463167279617,40448,938,1468,2013,2225,2556,2952,3322,3595,4139,4851,5714,6474,6865,7108,7289,2985.152,0.409542049663877
"193",2014,"Mendocino",13,140,87612,42,17395,2442,810,6423,9242,43290,67.1951330867918,23.2068666392732,1.79199196457106,0.804684289823312,50.1974615349496,8.62096516458933,13.9636505935041,20.0921779207792,19.8545861297539,0.0928571428571429,1.48381500251107,15.9795461808885,34632,5539,7996,10147,12247,14612,15876,17454,18858,21979,25469,28620,30587,31970,32883,33693,14437.936,0.428514409521265
"194",2014,"Merced",0,669,261609,30.2,65552,5278,2150,38573,16047,43066,30.5104182195567,56.2939348416912,7.58460144719792,3.48420734760654,50.4183724566051,17.3935147491103,31.0629182537829,12.9226829445066,25.0572419144601,0,0,25.5725147070628,34452.8,11025,16264,21642,26630,31599,35761,39601,42835,49347,56791,64738,69224,72132,74366,76516,31055.19264,0.405865343718961
"195",2014,"Modoc",0,0,9335,47.1,1892,415,37,620,858,38560,78.2110337439743,14.4081414033208,0.557043385109802,1.1569362613819,50.6373861810391,4.45634708087841,12.9220508545227,17.8824510212589,20.2678093197643,NA,0,0,30848,666,891,1297,1624,1822,2060,2246,2451,2647,3024,3371,3705,3846,3856,3893,1657.5808,0.425784947341382
"196",2014,"Mono",0,9,14193,37.2,704,84,113,1236,2955,61814,67.0682730923695,27.0767279644895,0.817304304939054,0.443880786303107,52.9838652857042,9.39195378003241,15.3008170339193,36.5808368408022,4.96019164376805,0,0,6.34115409004439,49451.2,393,568,683,905,1200,1666,1830,2044,2453,3151,4120,4589,4932,5047,5160,2020.51136,0.391571968992248
"197",2014,"Monterey",64,1083,424927,33.3,69898,5823,7086,65125,46320,58582,31.9497231289139,56.4569914361761,6.23565930148002,2.78306626785307,51.3170497520751,23.8182087746837,29.8822147481635,21.2536535452581,16.4494136639941,0.0590951061865189,1.50614105481647,25.4867306619725,46865.6,11177,16796,23332,29427,35621,41985,47730,53060,63884,76938,93087,103833,110757,118029,125115,49718.7296,0.397384243296168
"198",2014,"Napa",1,447,139253,40.3,13948,1714,4365,13653,22935,70925,54.9582414741514,32.9881582443466,7.44113232749025,2.14860721133476,49.7662527916813,13.0661457921912,18.6340744380297,31.3024607951521,10.0163012646047,0.00223713646532438,0.0718117383467502,32.0998470409973,56740,3819,5520,7953,9715,11680,13595,15666,17930,21532,26129,32852,38269,41576,45266,49631,20357.748,0.410182103926981
"199",2014,"Nevada",0,223,98606,48.8,12163,1682,1793,2970,17399,56949,85.9704277630165,8.87471350627751,1.49686631645133,0.363061071334402,49.5020586982537,2.11954647790195,5.65606551133117,33.1346410207579,12.3349491917328,0,0,22.6152566780926,45559.2,3821,5840,7961,10035,12510,14239,16181,18057,21365,25445,30778,34447,36655,39045,40838,16390.81184,0.401361766981733
"200",2014,"Orange",13,5627,3086331,36.7,391705,43966,106570,260857,633957,75998,42.8852576084678,34.0459594256092,18.5871508921111,1.64486569975806,49.4137213409709,11.3279165455682,15.699400507832,38.1540263352859,12.6916069598497,0.0023102896747823,0.0421212112375503,18.2320042795151,60798.4,78267,113709,150932,188445,225863,262445,298914,333522,403693,495098,626584,729706,804171,895715,1002285,408558.183466667,0.407626756328456
"201",2014,"Placer",0,2196,361518,40.7,32018,5508,10386,10042,70253,73747,74.9511780879514,13.2220249060904,6.44974800701486,1.28679623144629,48.8191459346423,2.29698106318358,5.34734869058649,37.4096084006944,8.85654379588292,0,0,60.7438633760975,58997.6,10263,15494,20598,25735,31158,36471,41760,45916,55115,68143,86402,101436,111840,123725,134111,54192.89224,0.40408983782091
"202",2014,"Plumas",0,13,19286,50.6,3006,588,287,1139,2160,48032,84.4913408690242,8.26506273981126,1.02665145701545,0.699989629783263,50.5755470289329,1.57108783573577,11.1930031446541,21.2264150943396,15.5864357565073,0,0,6.74064087939438,38425.6,1362,1862,2498,2806,3453,3789,4069,4392,5237,6058,7173,7769,7959,8242,8529,3683.20032,0.43184433345058
"203",2014,"Riverside",94,9649,2266899,34.2,376737,37929,28613,227841,227259,56592,38.3229689545057,46.5405384183415,6.11134417545731,6.23539028426057,49.7562529252516,11.9165873733236,20.1962531080057,20.1446635376085,16.6190465477289,0.00974194217017308,0.414663379356557,42.564754759696,45273.6,72936,108381,145475,179273,214728,247033,278747,308338,362124,433184,523845,583811,622370,661775,690388,280366.21952,0.406099496978511
"204",2014,"Sacramento",0,35,1450277,35.3,258031,32088,21516,99063,221316,55615,47.3345436768286,22.0601995342959,14.8151697917019,10.0833151184222,48.9340312230008,4.96712007430305,12.8303827109806,28.664274048468,17.7918425238765,0,0,0.241333207380383,44492,62940,88537,113938,139159,164763,190021,213823,235550,276510,329652,395748,441359,468155,497944,519460,211404.7168,0.406970155161129
"205",2014,"San Benito",26,282,56888,34.8,6864,600,952,6247,5502,67874,37.1343692870201,57.405779777809,2.11819715933061,1.0090001406272,49.97187456054,15.6184081001266,21.0450074114001,18.5352378385662,12.0658135283364,0.0921985815602837,4.57038391224863,49.5710870482351,54299.2,1323,2034,2814,3345,4007,4944,5632,6246,7424,9534,11842,13807,14877,16169,17121,6752.44576,0.394395523625956
"206",2014,"San Bernardino",70,6671,2078586,32.2,389037,41056,20816,219396,200936,54100,31.7738597296431,50.5234327566913,6.56667561505754,8.67257837780106,49.7338575358441,12.2893159099503,20.7523576205295,19.0062523055968,18.7164254930996,0.0104931794333683,0.336767398606553,32.0939330872045,43280,72636,105198,137166,168208,196781,226104,255330,280122,331484,395897,473880,526181,557133,586788,607604,245276.256,0.403677816472571
"207",2014,"San Diego",85,14686,3183143,34.9,455855,66671,78200,227009,609010,63996,47.464125865536,32.6643195106221,11.2466829168529,5.0364058416477,50.2103110039354,9.80618841189353,13.3068574493466,35.6990659190893,14.3209086113945,0.00578782513958872,0.267031672783786,46.1367899588551,51196.8,112933,156341,204283,250893,300157,345106,389674,432555,513078,615761,756286,858141,926470,1005611,1083811,442191.99264,0.407997328537909
"208",2014,"San Francisco",23,841,829072,38.6,108328,22652,52429,53862,304131,78378,41.4159445741745,15.2609182314684,33.564515506494,5.74268579809715,50.8419051662582,4.64302256016365,10.1384622334658,57.2466796169136,13.0661751934693,0.0273483947681332,0.277418607792809,10.1438717023371,62702.4,43990,57679,71173,82401,93388,103971,114085,123251,142629,168934,205858,239382,263469,296403,348832,147368.1088,0.422461553985873
"209",2014,"San Joaquin",2,2331,701050,33.2,132986,13339,7520,74038,63613,53253,34.8504386277726,39.7294058911633,14.616503815705,7.18593538264033,49.7276941730262,10.9248983667356,21.1167900699349,18.1434177951696,18.9695456814778,0.000858000858000858,0.0285286356180016,33.2501248127808,42602.4,25634,37535,50362,60888,72067,82860,92876,102153,119498,141485,167853,187318,197592,209823,217343,88073.12768,0.405226428640444
