"","pop","male_pop","white_pop","hisp_pop","med_age","black_pop","asian_pop","nonfluent_english_pop","pov","inc_under10","inc_10to15","inc_15to20","inc_20to25","inc_25to30","inc_30to35","inc_35to40","inc_40to45","inc_45to50","inc_50to60","inc_60to75","inc_75to100","inc_100to125","inc_125to150","inc_150to200","inc_over200","medianinc","ed_LThighschool","ed_college","year","whiteshare","hispshare","asianshare","blackshare","maleshare","nonfluentshare","LThighschoolshare","collegeshare","poverty_rate","zip_code"
"2602",1186,556,911,81,36.8,58,1,0,114,37,8,0,17,0,19,0,53,0,21,72,76,11,9,40,24,61604,0,231,2012,76.8128161888701,6.82967959527825,0.0843170320404722,4.89038785834739,46.8802698145025,0,0,42.8571428571429,9.61214165261383,"93604"
"2603",218,120,158,30,49.5,0,0,2,12,4,0,0,0,0,3,14,0,0,0,10,24,21,0,12,0,92500,2,22,2012,72.4770642201835,13.7614678899083,0,0,55.045871559633,0.917431192660551,1.66666666666667,18.3333333333333,5.5045871559633,"93605"
"2604",373,197,38,324,26.4,0,0,139,63,18,12,29,7,7,12,0,0,0,7,7,26,0,0,0,0,23750,86,13,2012,10.1876675603217,86.8632707774799,0,0,52.8150134048257,37.2654155495979,54.0880503144654,8.17610062893082,16.8900804289544,"93606"
"2605",859,424,0,859,30.1,0,0,461,451,15,30,50,18,15,8,28,0,8,0,16,0,16,0,0,0,20972,325,0,2012,0,100,0,0,49.3597206053551,53.6670547147846,78.6924939467312,0,52.5029103608847,"93608"
"2606",6173,3075,1187,4446,24,78,228,1286,1540,61,54,119,114,61,143,22,149,56,103,203,182,92,2,29,31,44637,1063,87,2012,19.2289000485987,72.0233273934878,3.69350396889681,1.26356714725417,49.8137048436741,20.8326583508829,45.1763705907352,3.69740756481088,24.9473513688644,"93609"
"2607",24715,8376,10824,9876,35.6,2398,450,2524,3180,306,403,435,313,438,404,254,193,194,531,466,717,368,210,66,88,43301,4886,1454,2012,43.7952660327736,39.9595387416549,1.82075662553105,9.70260975116326,33.8903499898847,10.212421606312,32.5972379745146,9.70044699446261,12.8666801537528,"93610"
"2608",46810,22575,27064,11352,35.4,1215,5607,1178,3633,526,350,361,466,405,482,533,519,494,1411,1660,2944,1766,1548,1087,657,78041,1727,8251,2012,57.8167058320872,24.2512283700064,11.9782097842341,2.59559923093356,48.2268745994446,2.51655629139073,7.16567777270653,34.2350939795029,7.76116214484085,"93611"
"2609",34804,16523,18508,11312,31.6,1044,2794,1652,7422,939,1103,981,1014,1149,635,773,745,857,958,1217,1219,888,223,229,99,39537,2789,2822,2012,53.1777956556718,32.5020112630732,8.02781289506953,2.99965521204459,47.4744282266406,4.74658085277554,16.4639905548996,16.6587957497048,21.3251350419492,"93612"
"2610",11053,5901,9398,1124,46,49,39,40,1216,343,173,115,184,185,187,246,343,130,165,307,601,416,290,151,163,54518,299,1581,2012,85.0266895865376,10.1691848366959,0.352845381344431,0.443318556048132,53.3882203926536,0.361892698814801,5.22727272727273,27.6398601398601,11.00153804397,"93614"
"2611",6211,3193,262,5864,24.3,50,73,2182,2502,172,67,144,98,198,89,108,39,148,118,79,108,20,47,14,3,33671,1229,158,2012,4.21832233134761,94.4131379810015,1.17533408468846,0.805023345677025,51.4087908549348,35.1312188053454,48.3858267716535,6.22047244094488,40.2833682176783,"93615"
"2612",2698,1515,181,2156,30.8,12,336,755,812,58,51,46,103,33,51,23,28,27,79,42,65,35,4,42,0,35188,662,115,2012,6.70867309117865,79.9110452186805,12.4536693847294,0.44477390659748,56.1527057079318,27.9836916234248,49.8869630746044,8.66616428033158,30.0963676797628,"93616"
"2613",28525,14462,4013,23787,27.8,72,442,7459,8369,591,528,532,682,474,536,416,469,400,590,902,644,189,143,127,131,38874,5708,864,2012,14.068361086766,83.3900087642419,1.54951796669588,0.252410166520596,50.6993865030675,26.1489921121823,43.2129608600197,6.54099477628889,29.339176161262,"93618"
"2614",29609,14648,21238,3724,38.1,902,2142,436,1316,148,170,175,169,169,273,167,249,144,445,788,1547,1342,1221,1317,1423,105753,446,7393,2012,71.7281907528117,12.5772569151272,7.23428687223479,3.0463710358337,49.4714444932284,1.47252524570232,2.8805786992185,47.7491442226959,4.44459454895471,"93619"
"2615",9657,5260,2847,6503,31.6,216,0,2496,3364,164,175,234,228,224,392,203,92,88,303,202,192,187,30,47,8,34613,1699,457,2012,29.4812053432743,67.3397535466501,0,2.23671947809879,54.4682613648131,25.8465361913638,38.1883569341425,10.2719712294898,34.8348348348348,"93620"
"2616",322,133,280,42,68.1,0,0,42,138,90,27,0,24,0,16,20,0,0,0,0,31,12,0,0,0,11852,42,12,2012,86.9565217391304,13.0434782608696,0,0,41.304347826087,13.0434782608696,26.4150943396226,7.54716981132075,42.8571428571429,"93621"
"2617",9489,4911,1112,7946,26.5,53,8,3372,3302,252,172,173,321,255,225,193,166,37,203,116,94,121,102,5,49,31317,2254,236,2012,11.7188323321741,83.73906628728,0.0843081462746338,0.558541469069449,51.7546632943408,35.5358836547581,53.6666666666667,5.61904761904762,34.7981873748551,"93622"
"2618",58,24,24,0,46.9,0,0,0,0,0,0,0,31,0,0,0,0,0,7,0,0,0,0,0,0,23235,0,0,2012,41.3793103448276,0,0,0,41.3793103448276,0,0,0,0,"93623"
"2619",1615,966,58,1448,30,0,65,727,640,28,3,28,36,31,94,49,8,10,34,0,25,6,0,0,0,33254,615,27,2012,3.59133126934984,89.6594427244582,4.02476780185759,0,59.8142414860681,45.015479876161,75.5528255528256,3.31695331695332,39.6284829721362,"93624"
"2620",6730,3402,1469,4478,32.4,121,640,1362,1480,161,231,64,108,113,140,106,13,100,88,114,343,173,116,74,38,47877,1045,553,2012,21.8276374442793,66.5378900445765,9.50965824665676,1.79791976225854,50.5497771173848,20.2377414561664,31.5328907664454,16.6867833433917,21.9910846953938,"93625"
"2621",702,388,661,30,56.3,1,0,1,39,17,20,91,24,14,32,4,0,21,8,14,47,47,0,0,25,32105,28,74,2012,94.1595441595442,4.27350427350427,0,0.142450142450142,55.2706552706553,0.142450142450142,9.21052631578947,24.3421052631579,5.55555555555556,"93626"
"2622",0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93627"
"2623",402,164,224,128,44.9,14,0,41,80,0,0,0,22,0,0,0,0,0,11,30,11,48,0,0,0,67333,42,70,2012,55.7213930348259,31.8407960199005,0,3.48258706467662,40.7960199004975,10.1990049751244,17.8723404255319,29.7872340425532,19.9004975124378,"93628"
"2624",18039,9094,4184,12792,29.7,21,1005,3509,4872,367,321,190,583,321,228,145,357,390,336,499,408,304,205,142,179,44724,3104,1044,2012,23.1941903653196,70.91302178613,5.5712622650923,0.116414435389988,50.4129940684073,19.4522977992128,35.6249282681051,11.9820957190405,27.0081490104773,"93630"
"2625",16666,8156,6982,8220,32.5,13,704,1972,2954,260,407,374,132,290,272,387,140,163,332,601,856,335,276,245,123,55304,1804,1638,2012,41.8936757470299,49.3219728789152,4.22416896675867,0.078003120124805,48.9379575183007,11.832473298932,22.6121835046378,20.5314615191777,17.7247089883595,"93631"
"2626",33,33,33,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,NA,0,33,2012,100,0,0,0,100,0,0,100,0,"93633"
"2627",49,26,37,12,58.1,0,0,12,12,0,0,0,0,0,0,4,0,0,3,0,0,0,10,0,0,130375,16,20,2012,75.5102040816327,24.4897959183673,0,0,53.0612244897959,24.4897959183673,40,50,24.4897959183673,"93634"
"2628",38661,19236,9502,25996,29.5,1348,1488,8918,9067,800,694,649,465,670,622,409,706,544,944,1347,1271,782,370,289,269,48542,5995,1925,2012,24.5777398411836,67.2408887509376,3.84883991619462,3.48671788106878,49.7555676262901,23.0671736375158,33.3203646064918,10.6991996442864,23.4525749463283,"93635"
"2629",11443,5555,7579,2858,42.7,358,508,501,810,113,96,66,104,84,234,166,145,218,331,426,554,460,324,260,233,71715,531,1520,2012,66.23263130298,24.9759678406012,4.43939526347986,3.12855020536573,48.5449619854933,4.3782224941012,8.8544272136068,25.3460063365016,7.07856331381631,"93636"
"2630",39577,19703,10477,25929,29.2,1258,1413,6906,7861,480,402,563,836,538,710,570,820,610,1227,1387,1439,789,413,235,197,50672,6074,2337,2012,26.4724461176946,65.5153245571923,3.57025545139854,3.17861384137251,49.7839654344695,17.4495287667079,33.2493978541712,12.7928618349026,19.8625464284812,"93637"
"2631",47823,25159,6162,39595,26.9,1107,597,14499,14771,815,887,973,1062,622,754,373,832,487,1297,1146,617,647,212,240,128,40408,11683,1355,2012,12.8850134872342,82.7948894883215,1.24835330280409,2.31478577253623,52.6085774627271,30.3180478012672,53.2862029646522,6.18015963511973,30.8868117851243,"93638"
"2632",11600,6265,38,11195,27.2,180,208,6230,5094,274,521,384,152,319,117,220,165,124,236,167,169,27,30,0,0,26475,3665,93,2012,0.327586206896552,96.5086206896552,1.79310344827586,1.55172413793103,54.0086206896552,53.7068965517241,68.338616446019,1.73410404624277,43.9137931034483,"93640"
"2633",594,413,541,28,40.6,17,3,17,36,34,0,0,16,40,45,0,17,0,0,0,14,12,0,0,15,30361,54,41,2012,91.0774410774411,4.71380471380471,0.505050505050505,2.86195286195286,69.5286195286195,2.86195286195286,17.4193548387097,13.2258064516129,6.06060606060606,"93641"
"2634",2829,1445,1882,232,48,0,1,16,541,132,33,3,168,10,119,31,11,38,196,185,77,0,77,16,33,50871,263,297,2012,66.5252739483917,8.20077765995051,0.0353481795687522,0,51.0781194768469,0.565570873100035,18.6922530206112,21.1087420042644,19.1233651466949,"93643"
"2635",7627,3822,6627,684,52.9,20,2,88,1066,234,197,248,224,275,158,233,191,67,227,407,240,326,103,54,143,43023,393,997,2012,86.888684935099,8.96813950439229,0.026222630129802,0.26222630129802,50.1114461780517,1.15379572571129,10.4883907125701,26.6079530290899,13.9766618591845,"93644"
"2636",712,278,498,157,45.4,0,0,0,0,0,10,0,0,0,11,0,0,0,0,64,76,18,0,0,0,75304,120,61,2012,69.9438202247191,22.0505617977528,0,0,39.0449438202247,0,26.431718061674,13.4361233480176,0,"93645"
"2637",10960,5380,493,10358,24.8,259,14,3519,5196,378,201,356,175,443,190,59,138,150,111,174,176,31,0,25,52,27204,2925,237,2012,4.49817518248175,94.507299270073,0.127737226277372,2.36313868613139,49.0875912408759,32.1076642335766,61.6438356164384,4.99473129610116,47.4087591240876,"93646"
"2638",12401,6055,761,10350,25,48,1090,4598,4255,264,162,397,195,144,226,160,170,207,259,248,146,53,102,25,22,35053,2857,315,2012,6.1366018869446,83.4610112087735,8.78961374082735,0.387065559229094,48.8267075235868,37.0776550278203,56.0525799489896,6.18010594467334,34.3117490524958,"93647"
"2639",15403,7855,500,14599,25.8,125,238,5647,4769,247,313,324,306,350,195,386,322,162,302,303,227,185,72,43,9,36202,3804,530,2012,3.24612088554178,94.7802376160488,1.54515354151789,0.811530221385444,50.9965591118613,36.6616892813088,54.257595207531,7.55954927970332,30.9615010062975,"93648"
"2640",4063,1820,1281,2262,29.3,45,418,596,1384,89,199,132,180,76,42,117,67,80,77,149,80,25,29,0,0,29457,440,130,2012,31.5284272704898,55.673147920256,10.2879645582082,1.10755599310854,44.7944868323899,14.6689638198376,27.9898218829517,8.26972010178117,34.0634998769382,"93650"
"2641",1653,843,1487,148,47.5,0,0,0,101,0,13,10,102,0,35,12,31,0,13,63,74,145,38,51,0,85843,79,273,2012,89.9576527525711,8.95341802782819,0,0,50.9981851179673,0,8.18652849740933,28.2901554404145,6.11010284331518,"93651"
"2642",453,277,43,410,30.1,0,0,201,199,15,11,25,3,4,0,9,3,0,7,16,15,0,0,0,0,25000,160,4,2012,9.49227373068433,90.5077262693157,0,0,61.1479028697572,44.3708609271523,65.843621399177,1.64609053497942,43.9293598233996,"93652"
"2643",1193,617,991,99,49.4,0,0,7,122,37,16,41,13,19,20,14,41,19,38,36,23,71,31,6,32,50733,54,83,2012,83.0678960603521,8.29840737636211,0,0,51.7183570829841,0.586756077116513,8.58505564387917,13.1955484896661,10.2263202011735,"93653"
"2644",30791,15837,7574,21885,30.5,154,701,7986,6599,278,371,738,454,408,615,440,409,407,628,1149,986,422,454,223,166,49591,5056,2175,2012,24.5980968464811,71.0759637556429,2.27663927771102,0.50014614660128,51.4338605436654,25.9361501737521,35.2236310436115,15.1525707119967,21.4315871520899,"93654"
"2645",6826,3564,1478,5118,26.2,156,147,2181,1909,74,102,130,167,122,117,184,100,86,303,146,170,31,13,39,22,42500,1400,203,2012,21.6525051274539,74.9780251977732,2.15353061822444,2.28537943158512,52.2121300908292,31.9513624377381,46.5735196274118,6.75316034597472,27.9665983006153,"93656"
"2646",35083,17321,8960,22741,31.7,640,2071,5815,7815,512,812,550,674,686,521,574,500,386,723,865,1195,898,541,487,216,48298,4933,2687,2012,25.5394350540148,64.8205683664453,5.90314397286435,1.82424536100105,49.3714904654676,16.5749793347205,29.8842915126916,16.2779426909796,22.2757460878488,"93657"
"2647",4465,2394,166,4281,24.3,0,13,1669,2089,162,78,100,160,117,75,91,12,13,73,76,51,17,10,4,0,25587,1316,71,2012,3.71780515117581,95.8790593505039,0.291153415453527,0,53.6170212765957,37.3796192609183,66.6329113924051,3.59493670886076,46.7861142217245,"93660"
"2648",29741,15119,5249,21863,31.4,556,1651,6712,6935,446,664,545,687,616,546,394,536,392,696,780,785,673,204,320,113,42326,5512,1590,2012,17.6490366833664,73.5113143471975,5.55125920446522,1.86947311791803,50.8355468881342,22.5681718839313,38.3924218151424,11.0747370620603,23.3179785481322,"93662"
"2649",687,407,626,55,44.3,0,6,0,27,0,0,18,6,14,5,12,15,0,44,7,55,18,10,51,10,78625,7,128,2012,91.1208151382824,8.00582241630277,0.873362445414847,0,59.2430858806405,0,1.88172043010753,34.4086021505376,3.93013100436681,"93664"
"2650",349,226,21,328,25.1,0,0,174,98,12,0,21,0,36,0,0,0,0,0,0,38,0,0,0,0,28924,48,0,2012,6.01719197707736,93.9828080229226,0,0,64.756446991404,49.8567335243553,53.9325842696629,0,28.080229226361,"93665"
"2651",243,111,66,175,33.8,0,0,77,67,8,9,9,11,0,0,15,3,3,0,6,2,10,2,0,0,36250,57,10,2012,27.1604938271605,72.0164609053498,0,0,45.679012345679,31.6872427983539,55.8823529411765,9.80392156862745,27.5720164609054,"93666"
"2652",2156,1145,1688,143,46.1,0,10,15,171,27,67,12,45,17,24,55,41,93,23,41,138,95,17,40,36,53750,149,224,2012,78.2931354359926,6.63265306122449,0.463821892393321,0,53.1076066790352,0.695732838589981,14.5365853658537,21.8536585365854,7.93135435992579,"93667"
"2653",1498,679,203,1208,31.4,0,14,345,686,58,18,0,60,57,18,46,30,20,47,18,16,0,0,10,0,33333,443,9,2012,13.5514018691589,80.6408544726302,0.934579439252336,0,45.3271028037383,23.0307076101469,63.4670487106017,1.28939828080229,45.7943925233645,"93668"
"2654",200,64,184,0,59.2,0,0,0,131,85,0,0,6,0,0,0,0,0,9,0,12,8,0,0,0,2499,0,8,2012,92,0,0,0,32,0,0,6.77966101694915,65.5,"93669"
"2655",967,582,103,820,29.6,0,0,467,314,6,26,17,22,7,17,27,10,11,11,10,19,13,0,0,9,36250,282,15,2012,10.6514994829369,84.7983453981386,0,0,60.1861427094106,48.2936918304033,60.6451612903226,3.2258064516129,32.4715615305067,"93673"
"2656",2335,1244,1868,345,52.3,0,13,62,238,91,53,29,43,14,82,58,55,53,43,242,85,23,34,37,0,48542,181,211,2012,80,14.7751605995717,0.556745182012848,0,53.2762312633833,2.65524625267666,14.1738449490995,16.523101018011,10.1927194860814,"93675"
"2657",11057,5997,894,8365,26.1,413,1201,3189,6320,691,409,358,401,196,236,177,84,63,141,165,76,12,43,0,8,20598,2839,308,2012,8.08537578004884,75.6534322148865,10.8618974405354,3.73519037713666,54.2371348467034,28.8414578999729,55.2764797507788,5.99688473520249,57.1583612191372,"93701"
"2658",47667,24592,3519,35087,24.8,1898,6725,12405,21187,1227,1768,1218,1354,1046,672,670,581,574,767,750,742,238,139,82,0,26625,11099,782,2012,7.38246585688212,73.6085761638031,14.1082929490004,3.98179033713051,51.591247613653,26.0242935364088,53.6961780358007,3.78326076439284,44.4479409234901,"93702"
"2659",34551,17398,5827,20702,26.5,1823,5768,4783,13659,1367,919,1018,696,709,684,580,472,528,902,588,582,435,92,56,31,31014,5781,1153,2012,16.864924314781,59.917223814072,16.6941622529015,5.27625828485427,50.3545483488177,13.8433041011838,37.318442966884,7.44303143760893,39.5328644612312,"93703"
"2660",26828,12771,14021,9350,38.3,1239,1642,2529,6528,704,948,817,449,404,746,628,551,339,950,823,1040,829,702,451,397,47152,1921,3981,2012,52.2625615029074,34.8516475324288,6.12047114954525,4.61830922916356,47.6032503354704,9.42671835395855,13.2968782446183,27.555893957223,24.332786640823,"93704"
"2661",38597,18451,10445,20661,29.7,4069,2715,4745,11944,1471,1276,969,1444,644,647,774,875,438,695,1352,877,549,160,71,67,33119,5070,1924,2012,27.0616887322849,53.5300671036609,7.03422545793715,10.5422701246211,47.8042334896495,12.2937015830246,26.9795657726692,10.2383993188591,30.9454102650465,"93705"
"2662",38448,19017,4401,22460,26.6,7015,3911,7981,15836,1455,1160,964,980,1066,600,438,404,398,643,758,750,239,194,139,118,27726,7396,1305,2012,11.4466292134831,58.4165626300458,10.1721806075739,18.2454223886808,49.4616104868914,20.7579067831877,44.9195262678409,7.92590343152141,41.1880982105701,"93706"
"2663",31980,15993,13990,10890,27.3,2867,3127,1279,7708,833,987,897,773,523,669,398,716,581,822,1030,1181,658,573,336,122,42925,1920,3463,2012,43.7460913070669,34.0525328330206,9.77798624140087,8.96497811131957,50.0093808630394,3.99937460913071,14.1990829758911,25.6101168466203,24.1025641025641,"93710"
"2664",39079,18652,23634,8833,41.4,1519,3265,767,3287,523,664,466,753,785,575,565,650,884,1118,1836,1722,1591,904,1212,1522,67739,837,8434,2012,60.477494306405,22.602932521303,8.35487090253077,3.88699813198905,47.7289592875969,1.96269095933878,4.17206659355996,42.039677001296,8.41116712300724,"93711"
"2665",46351,21976,27452,10210,36.6,1249,5818,931,3580,558,338,668,550,591,687,851,616,426,1264,1582,2938,1880,1139,1655,1319,78363,1072,11827,2012,59.2263381588315,22.0275722206641,12.552048499493,2.69465599447693,47.4121378179543,2.00858665400962,4.2546435942213,46.9399904746785,7.72367370714763,"93720"
"2666",6570,4019,1275,4039,32.2,739,371,1375,1984,269,399,117,131,89,94,56,58,62,73,83,91,53,42,0,0,21277,1430,294,2012,19.4063926940639,61.4764079147641,5.6468797564688,11.248097412481,61.1719939117199,20.9284627092846,40.03359462486,8.23068309070549,30.1978691019787,"93721"
"2667",76672,37542,23067,33299,30.2,7127,10587,7033,14284,1213,1214,1180,1396,800,1602,967,1059,1102,2179,2772,3132,2056,1233,943,499,54633,7149,7836,2012,30.0852984140234,43.4304570116861,13.8081698664441,9.29544031719533,48.9644198664441,9.17284015025042,18.0279914260497,19.7604337410163,18.6300083472454,"93722"
"2668",8640,4519,2959,3774,36,115,1436,660,1041,116,101,273,141,62,62,97,114,44,173,492,400,197,173,161,106,64811,872,949,2012,34.2476851851852,43.6805555555556,16.6203703703704,1.33101851851852,52.3032407407407,7.63888888888889,19.2835028748341,20.9862892525431,12.0486111111111,"93723"
"2669",25386,12968,3250,17298,26.8,1131,3298,5431,9028,628,517,673,407,307,511,391,389,250,683,493,642,354,136,41,24,37591,4654,797,2012,12.8023319940124,68.1399196407469,12.9914125896163,4.45521153391633,51.0832742456472,21.3936815567636,40.8747584753206,6.99982434568769,35.562908689829,"93725"
"2670",40627,20037,13260,19384,28.9,3277,3878,3157,10595,1395,1119,1268,1286,1037,896,938,650,893,1073,1163,1103,570,226,217,78,34635,4851,2682,2012,32.638393186797,47.7121126344549,9.54537622763187,8.0660644399045,49.319418120954,7.77069436581584,25.4391945041691,14.0647123603755,26.0787161247446,"93726"
"2671",68590,34163,19264,29457,29.8,4645,13359,5285,15520,1680,1634,1366,1057,1050,1093,915,1148,784,1677,2208,2687,1756,636,701,431,48131,6746,6562,2012,28.0857267823298,42.9464936579676,19.4766000874763,6.77212421635807,49.8075521213005,7.70520484035574,20.3437876960193,19.788902291918,22.6272051319434,"93727"
"2672",15164,7301,5164,8309,34.3,565,800,2039,4349,718,459,713,378,530,428,392,288,313,369,480,353,214,60,67,30,30872,2030,1030,2012,34.054339224479,54.7942495383804,5.27565286204168,3.72592983381693,48.1469269322079,13.4463202321287,24.8713550600343,12.6194560156824,28.6797678712741,"93728"
"2673",10098,4983,7257,1161,37.4,88,1454,78,599,114,36,65,112,103,41,40,109,75,177,260,510,360,377,473,753,118685,176,3068,2012,71.865715983363,11.4973262032086,14.3988908694791,0.871459694989107,49.3464052287582,0.77243018419489,3.2719836400818,57.0366239077896,5.93186769657358,"93730"
"2674",25823,12918,9792,13774,35.2,693,1259,3915,4843,630,740,573,819,333,516,489,363,330,788,1023,1110,660,479,440,327,50141,2714,2873,2012,37.9196840026333,53.3400456956976,4.87549858653139,2.68365410680401,50.0251713588661,15.1609030709058,20.7096528042732,21.9229301793209,18.754598613639,"93901"
"2675",61000,31503,1916,56504,25.8,274,2247,31364,16652,500,636,1037,876,1243,994,854,703,866,1186,1279,1364,711,428,205,95,42055,17508,1649,2012,3.14098360655738,92.6295081967213,3.68360655737705,0.449180327868852,51.644262295082,51.416393442623,60.6715874831064,5.71438472467685,27.2983606557377,"93905"
"2676",61030,30145,11112,41401,29.9,1349,6528,15374,8792,557,900,954,702,974,786,703,822,776,1736,1688,2212,1668,1081,805,444,56813,9292,4306,2012,18.2074389644437,67.8371292806816,10.6963788300836,2.21038833360642,49.3937407832214,25.1908897263641,30.359068187016,14.0686771000098,14.4060298213993,"93906"
"2677",21987,11170,9467,9908,39.2,250,1748,3134,2377,230,257,178,229,227,204,263,344,204,782,788,1048,952,554,576,311,70957,2056,2578,2012,43.057261108837,45.0629917678628,7.95015236275981,1.13703552098968,50.8027470778187,14.2538772911266,17.6087701267557,22.0794792737239,10.8109337335698,"93907"
"2678",12878,6253,9027,2566,46.3,149,549,764,665,102,67,87,129,59,229,59,140,115,229,307,483,554,567,558,964,112138,605,2900,2012,70.0962882435161,19.9254542630843,4.26308432986489,1.15701195837863,48.5556763472589,5.93259822953875,8.89313538144936,42.6282522416581,5.1638453175959,"93908"
"2679",715,442,474,199,44.9,26,17,97,233,0,7,2,15,26,23,0,3,1,43,6,31,22,17,3,16,56705,88,117,2012,66.2937062937063,27.8321678321678,2.37762237762238,3.63636363636364,61.8181818181818,13.5664335664336,18.7234042553191,24.8936170212766,32.5874125874126,"93920"
"2680",2864,1441,2310,136,56.4,0,418,3,282,112,53,118,51,28,73,81,30,58,121,135,101,98,148,87,144,59803,74,731,2012,80.6564245810056,4.74860335195531,14.5949720670391,0,50.3142458100559,0.104748603351955,5.44518027961737,53.7895511405445,9.8463687150838,"93921"
"2681",13362,5980,11506,1080,59.1,118,424,90,672,231,162,150,159,110,130,140,133,208,311,633,607,784,368,672,1221,102604,155,3606,2012,86.1098637928454,8.08262236192187,3.17317766801377,0.883101332135908,44.7537793743452,0.673551863493489,2.50849652047257,58.3589577601554,5.02918724741805,"93923"
"2682",6133,2896,5121,673,50.2,0,104,290,762,120,123,104,106,101,27,98,87,60,113,199,280,285,210,158,416,83422,241,1588,2012,83.4991032121311,10.9734224686124,1.69574433393119,0,47.2199576063917,4.72851785423121,6.99158688714824,46.0690455468523,12.424588292842,"93924"
"2683",1665,845,344,1273,29.5,10,14,668,158,10,15,8,9,34,33,16,17,19,45,51,58,26,11,38,22,60000,335,111,2012,20.6606606606607,76.4564564564565,0.840840840840841,0.600600600600601,50.7507507507508,40.1201201201201,41.3070283600493,13.6868064118372,9.48948948948949,"93925"
"2684",8494,4448,874,7363,28.3,122,114,3243,1336,62,133,54,90,37,40,186,113,140,304,295,307,131,113,100,0,56607,1871,218,2012,10.2896161996704,86.6847186249117,1.34212385213092,1.43630798210502,52.3663762655992,38.1798916882505,43.430826369545,5.06035283194058,15.7287497056746,"93926"
"2685",16976,8331,1535,14304,25.2,225,828,6031,3638,37,96,216,167,242,241,263,176,190,399,583,468,216,98,230,40,54301,3920,775,2012,9.04217719132893,84.2601319509896,4.87747408105561,1.32540056550424,49.075164938737,35.5266258246937,51.3761467889908,10.1572739187418,21.4302544769086,"93927"
"2686",338,204,303,11,22.6,8,0,0,0,0,0,0,0,0,0,0,0,11,0,18,40,0,0,0,0,78155,0,57,2012,89.6449704142012,3.25443786982249,0,2.36686390532544,60.3550295857988,0,0,43.5114503816794,0,"93928"
"2687",16222,9236,2755,12855,25.8,143,212,6552,2508,124,254,176,118,276,160,108,192,349,312,301,456,388,280,101,119,55254,3714,579,2012,16.9831093576624,79.244236222414,1.30686721735914,0.88151892491678,56.9350265072124,40.3895943780052,50.5374880936182,7.87862294189686,15.4604857600789,"93930"
"2688",443,273,336,96,46.6,11,0,0,45,10,0,0,7,3,10,0,9,6,15,3,43,28,17,20,21,92727,27,42,2012,75.8465011286682,21.6704288939052,0,2.48306997742664,61.6252821670429,0,9.34256055363322,14.5328719723183,10.1580135440181,"93932"
"2689",22723,11155,8593,6793,33.6,1827,3364,2086,4135,638,405,379,383,528,299,332,406,289,626,937,919,645,472,399,233,54803,2223,3055,2012,37.8163094661796,29.8948202262025,14.8043832240461,8.04031157857677,49.0912291510804,9.18012586366237,18.4941763727121,25.4159733777038,18.1974211151697,"93933"
"2690",31952,15972,22212,4866,38.5,845,2788,1271,2222,801,463,399,782,588,558,487,463,417,1141,1947,2131,1373,904,765,842,66255,883,8998,2012,69.5167751627441,15.2290936404607,8.72558838257386,2.64459188783175,49.9874812218327,3.97784176264397,5.07617131359586,51.7275079045703,6.95418127190786,"93940"
"2691",42,40,35,4,24.6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2012,83.3333333333333,9.52380952380952,2.38095238095238,4.76190476190476,95.2380952380952,0,0,0,0,"93943"
"2692",15102,7065,12022,1343,48.8,283,901,74,1199,253,250,279,206,241,336,305,248,291,566,778,949,830,467,544,468,68213,296,4336,2012,79.6053502847305,8.89286187259966,5.96609720566812,1.87392398357833,46.7818831942789,0.490001324327904,3.50337318025802,51.3196828026985,7.93934578201563,"93950"
"2693",4470,2111,3603,268,58.7,0,527,3,261,150,0,65,81,27,13,44,0,8,94,95,256,192,198,182,528,115481,93,1334,2012,80.6040268456376,5.99552572706935,11.7897091722595,0,47.2259507829978,0.0671140939597315,4.83619344773791,69.3707748309932,5.83892617449664,"93953"
"2694",244,112,44,200,31.3,9,0,76,85,6,10,0,0,8,9,3,0,5,5,0,12,6,0,0,0,34500,68,10,2012,18.0327868852459,81.9672131147541,0,3.68852459016393,45.9016393442623,31.1475409836066,59.6491228070175,8.7719298245614,34.8360655737705,"93954"
"2695",33314,16742,12308,13227,30.9,2996,2876,6484,5009,350,507,521,348,429,608,578,478,558,883,1314,1442,954,632,441,286,58920,4784,3957,2012,36.9454283484421,39.7040283364351,8.6330071441436,8.99321606531788,50.2551479858318,19.4632887074503,27.0971396205041,22.4129141886151,15.0357207180164,"93955"
"2696",27057,18633,3818,19284,35.2,3023,495,7428,2920,89,168,197,305,244,249,308,197,250,348,395,442,392,315,112,108,50881,7891,629,2012,14.1109509553905,71.271759618583,1.82947111653177,11.1727094652031,68.8657279077503,27.4531544517131,45.3245261344055,3.61286616886847,10.7920316369147,"93960"
"2697",931,507,769,136,36.1,0,26,0,13,0,0,3,0,0,27,8,18,7,9,21,91,25,36,28,22,79358,33,185,2012,82.5993555316864,14.6079484425349,2.79269602577873,0,54.4575725026853,0,6.06617647058824,34.0073529411765,1.39634801288937,"93962"
