"","pop","male_pop","white_pop","hisp_pop","med_age","black_pop","asian_pop","nonfluent_english_pop","pov","inc_under10","inc_10to15","inc_15to20","inc_20to25","inc_25to30","inc_30to35","inc_35to40","inc_40to45","inc_45to50","inc_50to60","inc_60to75","inc_75to100","inc_100to125","inc_125to150","inc_150to200","inc_over200","medianinc","ed_LThighschool","ed_college","year","whiteshare","hispshare","asianshare","blackshare","maleshare","nonfluentshare","LThighschoolshare","collegeshare","poverty_rate","zip_code"
"5416",42103,20581,6634,32542,33.7,416,1645,8068,6155,367,395,425,553,476,558,477,328,412,774,1108,1569,1216,808,697,493,66706,5160,3653,2014,15.7565969170843,77.2914044129872,3.90708500581906,0.988053107854547,48.8825024345059,19.1625299859867,23.3188720173536,16.5084960231381,14.6189107664537,"90605"
"5417",32978,16394,3077,28702,34.6,351,588,7253,3656,438,424,358,295,308,439,424,392,359,561,1090,1259,952,454,571,190,63833,4767,2241,2014,9.33046273273091,87.0337800958215,1.78300685305355,1.06434592758809,49.7119291648978,21.9934501789071,26.9611447316328,12.6746224761043,11.0861786645643,"90606"
"5418",45992,22551,15662,15058,38.2,882,12793,4055,3866,468,228,386,551,336,426,510,594,419,755,1377,2013,1581,1343,1139,635,80278,2589,7073,2014,34.0537484779962,32.7404766046269,27.8157070794921,1.91772482170812,49.0324404244216,8.816750739259,10.6050055298407,28.9722688731414,8.40580970603583,"90620"
"5419",35478,17402,5627,15855,33.9,2353,11326,7985,6289,509,424,465,674,564,390,646,447,331,897,1012,1482,795,392,602,593,56219,4258,6529,2014,15.860533288235,44.6896668357856,31.924009245166,6.63227915891538,49.0501155645752,22.506905688032,21.5311488673139,33.0147653721683,17.7264783809685,"90621"
"5420",15767,7460,4501,2576,39.7,816,7337,531,1426,137,193,141,113,185,252,116,94,201,309,423,822,361,475,587,544,83767,505,3499,2014,28.5469651804402,16.3379209741866,46.5338999175493,5.17536627132619,47.3140102746242,3.367793492738,6.19936164988952,42.9535968573533,9.04420625356758,"90623"
"5421",48844,23324,20865,9049,41.2,1414,15723,2122,3271,427,323,354,351,577,485,572,678,403,1214,1635,2511,2021,1616,1571,1294,84051,1536,11147,2014,42.7176316436,18.5263287200066,32.1902383097207,2.89493080009827,47.7520268610269,4.34444353451806,5.78705447969256,41.9975887273001,6.69683072639423,"90630"
"5422",68899,33401,21891,38708,34.6,675,6356,11065,8912,914,705,1151,726,786,1204,865,948,862,1698,2171,2858,2284,1404,1330,1474,66553,6563,8885,2014,31.7725946675569,56.1807863684524,9.2250976066416,0.979694915746237,48.4782072308742,16.0597396188624,18.1043281564646,24.5096686987945,12.9348756876007,"90631"
"5423",49543,24166,17427,20207,38.4,1144,9430,2949,3298,488,490,558,560,563,376,631,601,412,705,1486,2025,1709,1443,1506,946,79858,1919,7434,2014,35.1755041075429,40.7867912722282,19.0339704902812,2.30910522172658,48.7778293603536,5.9524049815312,7.91372840117118,30.6569343065693,6.65684355004743,"90638"
"5424",63400,30784,5939,48213,36.1,800,8033,13427,9218,797,1416,1379,1378,1107,1500,844,1113,817,1498,2148,2097,1564,819,775,467,47436,8901,6147,2014,9.36750788643533,76.0457413249211,12.6703470031546,1.26182965299685,48.5552050473186,21.1782334384858,26.9205177836922,18.5912170336317,14.5394321766562,"90640"
"5425",106521,53685,12357,74897,34,4479,13793,22339,15258,1356,1232,1176,987,961,1027,1253,1449,1125,2873,3262,4448,2775,1568,1165,475,60523,13537,9056,2014,11.6005294730616,70.3119572666423,12.9486204598154,4.20480468639987,50.3985129692737,20.971451638644,24.4885037717759,16.3823513449954,14.3239361252711,"90650"
"5426",63686,31266,3070,57886,34.7,767,1780,15906,9179,771,743,862,722,790,753,923,932,554,1543,2017,2507,1643,939,503,254,56607,8849,3978,2014,4.82052570423641,90.8928178877618,2.79496278616964,1.20434632415288,49.0939924002136,24.9756618409069,27.7024700247316,12.4534326769558,14.4129007945231,"90660"
"5427",15594,7472,1753,12251,37.1,658,787,3019,1524,153,389,240,351,248,124,221,175,237,342,307,700,515,276,138,120,51935,1417,1219,2014,11.2415031422342,78.562267538797,5.04681287674747,4.21957163011415,47.9158650763114,19.3600102603565,17.9367088607595,15.4303797468354,9.772989611389,"90670"
"5428",30770,15206,6683,15071,33.8,861,7372,5942,6588,514,448,659,366,659,509,704,539,512,727,949,1061,660,420,340,203,47796,5111,3091,2014,21.7192070198245,48.9795255118622,23.958401039974,2.79818004549886,49.4182645433864,19.3110172245694,31.2351035873617,18.8901790625191,21.4104647383815,"90680"
"5429",16698,8510,3250,6364,39.1,628,6048,2290,1880,254,186,89,234,179,297,210,239,125,407,575,470,517,350,235,150,60544,1677,2466,2014,19.463408791472,38.1123487842855,36.2199065756378,3.76092945262906,50.9641873278237,13.7142172715295,18.3358845396895,26.9626066039799,11.2588333932207,"90701"
"5430",50069,23795,8019,6313,44.2,3623,30681,1399,2381,397,263,325,324,503,482,393,637,539,896,1239,2312,1860,1408,1943,1710,90613,1287,13897,2014,16.0158980606763,12.6086001318181,61.2774371367513,7.23601430026563,47.5244163054984,2.79414408116799,4.93519441674975,53.2901296111665,4.75543749625517,"90703"
"5431",3952,1911,1097,2759,34.9,25,18,912,419,37,73,74,65,58,82,59,68,95,93,157,135,131,70,72,65,55882,512,378,2014,27.7580971659919,69.8127530364372,0.455465587044534,0.632591093117409,48.3552631578947,23.0769230769231,24.4858919177427,18.077474892396,10.6022267206478,"90704"
"5432",77455,37184,14769,42002,32.3,11018,8571,12313,13922,1317,1552,1246,1531,1004,1374,1313,1417,1132,2064,2677,2794,1825,757,861,609,49360,8471,6464,2014,19.0678458459751,54.2276160351172,11.0657801303983,14.2250338906462,48.0072300045188,15.8969724356078,21.10574048236,16.1052421765996,17.9743076625137,"90706"
"5433",27550,13050,5423,13223,37.6,2875,4512,4175,4584,451,417,564,417,410,442,431,431,505,764,881,1073,832,370,671,281,54630,2932,3835,2014,19.6842105263158,47.9963702359347,16.3774954627949,10.4355716878403,47.3684210526316,15.1542649727768,20.093201754386,26.281524122807,16.6388384754991,"90710"
"5434",32015,15307,11643,10707,38.8,2720,4737,1379,2098,388,324,214,362,386,330,440,473,398,579,1180,1594,1609,880,941,558,78175,1527,5388,2014,36.3673278150867,33.4436982664376,14.7961892862721,8.49601749180072,47.8119631422771,4.30735592690926,8.7137639808263,30.7464049303812,6.55317819771982,"90712"
"5435",28411,13943,15201,7935,39.1,1135,2908,812,1509,219,145,169,202,306,401,262,341,173,613,935,1693,1416,947,1119,459,87095,1313,4834,2014,53.5039245362712,27.9293231494844,10.2354721762698,3.99493154060047,49.0760620886276,2.85804793917849,8.43667673327765,31.0608494506201,5.31132307908909,"90713"
"5436",20283,9902,3960,8208,34.8,1740,5634,2535,2936,163,159,158,261,299,348,310,339,271,400,662,1097,743,363,258,235,64701,2111,2900,2014,19.5237390918503,40.4673864812898,27.776956071587,8.57861263126756,48.8192082039146,12.4981511610708,18.42220089013,25.3076184658347,14.4751762559779,"90715"
"5437",14358,6903,1349,10667,31,497,1686,5006,4134,294,247,380,330,177,259,256,305,218,241,414,277,244,61,38,18,39055,2861,824,2014,9.39545897757348,74.2930770302271,11.7425825323861,3.46148488647444,48.0777267028834,34.8655801643683,40.3071287686672,11.6089039165962,28.7923109068115,"90716"
"5438",21612,10507,8395,7844,39.8,600,3412,2565,3241,826,511,416,280,417,412,240,328,257,745,947,991,794,384,493,369,56245,1747,3658,2014,38.8441606514899,36.2946511197483,15.7875254488247,2.77623542476402,48.6165093466593,11.8684064408662,13.5248122629093,28.3192691801502,14.996298352767,"90717"
"5439",22325,10778,14515,3455,42.4,489,2673,334,1395,242,176,176,217,261,159,99,195,275,533,721,1029,1011,481,902,1303,95631,433,5734,2014,65.01679731243,15.4759238521837,11.973124300112,2.19036954087346,48.2777155655095,1.49608062709966,3.8035839775123,50.3689388615601,6.24860022396417,"90720"
"5440",54813,27196,3011,43809,29.3,5644,1583,16544,13307,859,754,1079,770,901,930,935,833,784,1225,1532,1528,1029,299,194,80,43784,11426,2079,2014,5.49322241074198,79.9244704723332,2.88800102165545,10.296827394961,49.6159670151241,30.1826209110977,41.9210449075433,7.62767830936308,24.277087552223,"90723"
"5441",62348,31540,19661,33033,35.9,4454,3172,8403,12896,1526,1536,1396,1458,1202,1090,946,979,966,1565,1954,2628,1733,1103,1211,847,49786,7279,7531,2014,31.5342913966767,52.9816513761468,5.08757297748123,7.14377365753513,50.5870276512478,13.4775774684032,21.1808182505965,21.914101146482,20.6839032527106,"90731"
"5442",19810,8979,11274,5139,46.8,539,1789,798,1324,233,363,368,267,261,400,227,343,109,445,604,1211,1109,847,845,559,84537,836,4338,2014,56.9106511862696,25.9414437152953,9.03079252902574,2.7208480565371,45.3255931347804,4.02826855123675,7.69655680353526,39.9373964279138,6.68349318525997,"90732"
"5443",24288,10929,17933,3387,58.1,182,2201,398,2157,804,766,923,502,816,647,621,495,340,658,1019,1136,1060,671,767,1180,53677,317,6313,2014,73.8348155467721,13.9451581027668,9.0620882740448,0.749341238471673,44.9975296442688,1.63866930171278,2.86722141823444,57.1002170767004,8.88092885375494,"90740"
"5444",842,474,696,82,56.2,28,53,0,72,33,0,0,0,5,11,40,8,0,32,53,72,24,11,20,115,88971,21,304,2014,82.6603325415677,9.73871733966746,6.29453681710214,3.32541567695962,56.2945368171021,0,4.03071017274472,58.3493282149712,8.55106888361045,"90742"
"5445",330,174,194,114,57,0,0,0,51,16,0,0,0,0,0,0,10,9,0,35,9,6,14,33,33,106458,0,111,2014,58.7878787878788,34.5454545454545,0,0,52.7272727272727,0,0,57.8125,15.4545454545455,"90743"
"5446",58061,29190,2638,51978,28.4,1504,1450,17165,16645,947,943,919,1270,868,963,881,633,574,1231,1375,1534,973,435,413,157,41578,11457,1933,2014,4.54349735622879,89.5230877869827,2.49737345205904,2.59037908406676,50.2747110797265,29.5637346928231,41.2641815235008,6.96200252115973,28.6681249031191,"90744"
"5447",57727,28454,4658,24934,36.4,4210,20889,6920,6938,514,591,775,617,474,657,524,562,401,991,1671,2466,1739,1269,908,609,71757,5712,7234,2014,8.0690144992811,43.19295996674,36.1858402480642,7.29294784069846,49.2906265698893,11.987458208464,18.9622547555024,24.014872356671,12.0186394581392,"90745"
"5448",26738,13202,1294,6317,40.3,14639,2004,1616,2655,241,194,289,399,150,331,296,364,253,577,852,1147,1026,630,803,344,75031,1608,4376,2014,4.83955419253497,23.625551649338,7.49495100605879,54.7497943002468,49.3754207494951,6.0438327474007,11.7209709162475,31.8973686128727,9.9296880843743,"90746"
"5449",0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90747"
"5450",11400,5504,3111,3554,35.2,1471,2553,911,1759,261,185,124,249,114,173,216,71,153,260,343,741,260,292,256,307,67878,951,2210,2014,27.2894736842105,31.1754385964912,22.3947368421053,12.9035087719298,48.280701754386,7.99122807017544,14.8500936914428,34.5096814490943,15.4298245614035,"90755"
"5451",38816,20485,13171,14331,36,6693,3554,4161,9524,1814,1861,1388,1221,1171,877,890,891,869,1787,1836,2104,1209,847,631,825,44984,3413,9222,2014,33.9318837592745,36.920342126958,9.15601813685078,17.2428895300907,52.7746290189612,10.7198062654575,13.4142986283064,36.2457257398892,24.5362737015664,"90802"
"5452",30805,15149,22366,4725,43,794,1928,248,2602,762,438,479,610,714,613,413,857,712,1456,1596,2281,1490,1013,1523,1824,72025,296,12067,2014,72.6050965752313,15.3384190878104,6.25872423307904,2.57750365200454,49.1770816425905,0.805064112968674,1.49956938041441,61.1327828157455,8.44668073364713,"90803"
"5453",40679,20241,10359,18802,30,4952,5401,5291,10832,1229,1224,912,1176,450,800,758,800,707,1201,1626,1818,822,358,466,222,44629,5376,6030,2014,25.4652277587945,46.2204085646157,13.2771208731778,12.173357260503,49.7578603210502,13.0067110794267,23.7110219203458,26.5955100780664,26.6279898719241,"90804"
"5454",94561,46308,8215,51989,29.9,19738,11048,18457,22550,2043,2098,1689,1636,1206,1435,1403,1469,1348,1855,2545,3397,1860,1014,716,352,45197,15051,6027,2014,8.68751387992936,54.9793255147471,11.683463584353,20.8732987172301,48.971563329491,19.5186176119119,31.2527253472871,12.5147947424157,23.8470405346813,"90805"
"5455",43140,20895,3733,21769,31.5,7001,7414,7761,11576,930,999,788,939,861,665,474,572,442,1112,1189,1163,798,442,583,254,43785,6434,3745,2014,8.6532220676866,50.4612888270746,17.185906351414,16.2285581826611,48.4353268428373,17.990264255911,28.9728463997839,16.8640518755347,26.833565136764,"90806"
"5456",33726,15962,11458,8636,41.1,5947,6331,1262,2421,432,403,436,477,272,377,579,560,609,940,1440,1710,1241,984,1041,1060,72276,1441,7315,2014,33.9737887683093,25.6063571132064,18.7718674020044,17.6332799620471,47.3284706161418,3.74192018027634,7.41674815996706,37.6499047815122,7.17843800035581,"90807"
"5457",39834,19712,23338,9244,41.8,1698,3713,860,1763,401,223,284,396,419,364,467,636,285,618,1167,2152,1973,1524,1900,1435,96824,993,9275,2014,58.5881407842547,23.206306170608,9.32118290907265,4.26269016418135,49.485364261686,2.15895968268313,4.54441444327491,42.446569951032,4.42586734950043,"90808"
"5458",36736,18259,2158,18350,32.4,4369,8571,6177,7236,621,612,615,559,515,597,443,335,396,686,1010,1190,738,449,255,243,49087,4426,2810,2014,5.87434668989547,49.9510017421603,23.3313371080139,11.8929660278746,49.7032883275261,16.814568815331,24.4408857474184,15.5171461704125,19.6972996515679,"90810"
"5459",60017,30053,3080,40075,27.6,6787,8749,15940,21566,1491,2017,1464,1505,1468,1309,1007,861,778,1228,926,1171,758,237,193,145,31215,13403,3035,2014,5.13187930086475,66.7727477214789,14.5775363646967,11.3084626022627,50.07414565873,26.5591415765533,45.5822337096994,10.3217249353829,35.9331522735225,"90813"
"5460",18789,9396,10827,4976,38,1167,1126,742,2722,691,425,389,507,475,400,265,606,312,789,786,983,713,506,603,601,55111,654,6542,2014,57.624141785087,26.4835808185641,5.99286816754484,6.21108095162063,50.0079833945394,3.94911916546916,5.3518821603928,53.5351882160393,14.4871999574219,"90814"
"5461",40572,19795,24432,7788,37.6,2112,4401,729,4081,653,485,455,423,636,376,331,520,394,1072,1450,1973,1477,1395,1650,1193,79525,814,9427,2014,60.2188701567584,19.195504288672,10.8473824312334,5.20556048506359,48.7898057773834,1.79680567879326,3.94838960031044,45.7266201008925,10.0586611456177,"90815"
"5462",169,144,101,24,69.2,11,12,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,0,2014,59.7633136094675,14.2011834319527,7.10059171597633,6.50887573964497,85.207100591716,3.55029585798817,9.09090909090909,0,5.91715976331361,"90822"
"5463",0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90831"
"5464",37481,18318,13615,11459,41.3,9125,2011,2836,4412,480,389,379,527,360,328,427,465,269,865,1103,1770,1380,963,1206,1953,85655,2357,9540,2014,36.3250713694939,30.5728235639391,5.36538512846509,24.3456684720258,48.8727621995144,7.56650036018249,11.4986827983218,46.5411259635086,11.7712974573784,"91001"
"5465",32392,15292,8817,5051,42.8,170,17658,788,2526,394,318,516,360,303,469,254,224,345,637,933,1324,1130,803,1035,1620,84021,1313,9729,2014,27.2196838725611,15.5933563842924,54.5134601136083,0.524820943442825,47.2091874536923,2.43269943195851,7.26779585962582,53.8525406841581,7.79822178315634,"91006"
"5466",34198,15862,8110,4142,43.8,698,19904,702,3594,673,734,467,436,613,438,404,313,326,633,902,1373,1047,875,1154,1185,72255,1310,9643,2014,23.7148371249781,12.1118194046435,58.2022340487748,2.04105503245804,46.3828294052284,2.05275162290192,7.17847553290591,52.8412515754288,10.5093865138312,"91007"
"5467",1149,513,648,150,60,24,297,25,111,30,9,8,2,18,10,13,9,9,15,34,95,57,25,48,91,98315,54,269,2014,56.3968668407311,13.0548302872063,25.8485639686684,2.088772845953,44.6475195822454,2.17580504786771,11.2266112266112,55.9251559251559,9.66057441253264,"91008"
"5468",25797,12503,6532,12739,39.8,1964,3928,4284,3895,408,292,654,400,227,415,311,276,368,621,794,979,1096,343,422,353,60118,2716,3931,2014,25.3207737333798,49.3817110516727,15.2265767337287,7.61328836686436,48.4668759933326,16.6065821607164,19.6783074916679,28.4813795102159,15.0986548823507,"91010"
"5469",20671,10176,12917,1414,44.9,43,5709,223,477,95,66,60,186,143,169,139,83,88,279,265,435,806,491,868,2536,152210,144,7801,2014,62.4885104736104,6.84050118523535,27.6184025930047,0.208020898843791,49.2283875961492,1.07880605679454,1.42166057853687,77.0164873136539,2.30758066856949,"91011"
"5470",42235,20655,16459,17136,37,2525,5149,3828,4694,711,526,743,473,466,619,458,532,522,927,1446,1872,1963,964,1157,1089,72168,2627,8315,2014,38.9700485379425,40.5729844915355,12.1913105244465,5.97845388895466,48.9049366639043,9.06357286610631,10.8549233502748,34.3580843766786,11.1140049721795,"91016"
"5471",9249,4403,4542,1470,39.5,118,2717,265,1182,177,183,147,122,33,183,174,53,164,249,351,369,449,355,138,162,67652,252,2472,2014,49.108011676938,15.893610120013,29.3761487728403,1.27581360147043,47.6051465023246,2.86517461347173,4.98713635464081,48.9214328121908,12.7797599740512,"91020"
"5472",11060,5222,7726,1585,45.8,169,1166,150,821,107,188,102,158,80,120,29,153,156,257,408,791,444,376,450,638,90780,117,4206,2014,69.8553345388789,14.3309222423146,10.5424954792043,1.52802893309222,47.2151898734177,1.35623869801085,1.8347185196801,65.9557785792692,7.42314647377938,"91024"
"5473",25914,12422,10574,5554,39.3,547,8035,403,2015,460,226,359,246,232,286,239,418,365,824,1271,1241,921,807,1104,1395,80479,451,9715,2014,40.8041985027398,21.4324303465308,31.0064058038126,2.11082812379409,47.9354788917188,1.55514393763989,2.964180085442,63.8514623726586,7.77571968819943,"91030"
"5474",20017,10184,12359,5345,43,268,1618,931,2610,282,416,227,323,332,344,257,293,141,466,592,869,872,498,599,546,70830,1222,3524,2014,61.7425188589699,26.7023030424139,8.08312934006095,1.33886196732777,50.8767547584553,4.65104661038118,10.3805640502888,29.9354400271831,13.0389169206175,"91040"
"5475",28126,13727,16202,7544,40.6,763,2439,2146,4370,728,525,572,413,558,458,441,359,528,621,975,1264,714,676,756,431,57640,2324,4415,2014,57.6050629310958,26.8221574344023,8.67169167318495,2.71279243404679,48.8053758088601,7.62995093507786,13.6465061655901,25.9248385202584,15.5372253430989,"91042"
"5476",168,27,130,0,75.4,0,38,0,53,0,53,39,37,13,0,0,0,0,0,0,0,0,0,0,0,17981,0,0,2014,77.3809523809524,0,22.6190476190476,0,16.0714285714286,0,0,0,31.547619047619,"91046"
"5477",21098,9839,8517,5390,33.6,1707,4910,1154,4294,1120,974,501,441,356,341,341,438,248,838,1105,1283,1200,594,643,476,58365,1143,8180,2014,40.368755332259,25.5474452554745,23.2723480898663,8.09081429519386,46.6347521092047,5.46971276898284,9.04200617039791,64.7100704058223,20.3526400606693,"91101"
"5478",27684,13940,5510,13966,36.3,5692,2120,5730,5019,439,494,369,532,381,385,377,316,304,545,646,968,690,367,545,820,59099,3632,4242,2014,19.9031931801763,50.4479121514232,7.65785291142898,20.5606126282329,50.3539950874151,20.6978760294755,24.7935012628848,28.9576080278517,18.1296055483312,"91103"
"5479",38421,18969,15410,14954,37.3,4332,2951,5322,5264,598,553,768,442,332,459,492,481,517,902,1055,1528,1384,867,1036,1284,70811,3122,9145,2014,40.1082741209235,38.9214231800318,7.68069545300747,11.2750839384711,49.3714374951199,13.851799796986,14.3335934989211,41.986134704559,13.7008406860831,"91104"
"5480",11373,5705,6804,1743,48.6,563,1900,352,983,202,202,149,144,173,45,168,61,181,259,382,526,399,343,726,1360,108882,152,4560,2014,59.8259034555526,15.3257715642311,16.706234063132,4.95032093554911,50.1626659632463,3.09504967906445,2.39370078740157,71.8110236220472,8.64327793897828,"91105"
"5481",24861,12960,9907,7546,35.2,1243,5020,2351,2732,590,392,158,527,508,296,411,312,339,1000,851,1380,921,798,694,1244,72192,1660,8870,2014,39.8495635734685,30.3527613531234,20.1922690157274,4.99979888178271,52.1298419210812,9.45657857688749,10.7353036280153,57.3627368557201,10.989099392623,"91106"
"5482",31828,15837,14768,7263,41.6,2071,6823,1788,2985,683,520,241,358,465,310,392,401,413,716,1179,1448,1514,1012,1108,1742,84761,1253,10426,2014,46.3993967575719,22.8195299736081,21.4370994093251,6.50684931506849,49.7580746512505,5.61769511122282,6.8481171776794,56.9820189102039,9.37853462360186,"91107"
"5483",13613,6559,5258,1309,46.1,17,6690,230,1037,349,69,45,155,79,119,42,133,42,137,260,486,439,193,571,1514,120152,288,5149,2014,38.624843899214,9.61580841842357,49.1442003966796,0.124880628810696,48.1818849629031,1.68956144861529,4.15404586758979,74.267993653541,7.61771835745244,"91108"
"5484",22985,10951,16018,3891,40.4,380,2326,1638,3194,346,514,689,645,441,343,367,525,195,603,814,857,714,446,325,417,50526,1912,4711,2014,69.6889275614531,16.9284315858168,10.119643245595,1.65325212094844,47.6441157276485,7.12638677398303,13.6943131356539,33.7415843002435,13.8960191429193,"91201"
"5485",23007,10530,16367,2224,42.7,244,3333,411,3317,445,455,767,456,260,360,276,253,359,432,811,1115,795,470,652,665,63111,967,6063,2014,71.1392184987178,9.66662320163429,14.486895292737,1.06054679010736,45.7686790976659,1.78641283087756,7.50310366232154,47.0437616387337,14.4173512409267,"91202"
"5486",13740,6778,8029,2788,38.2,46,2513,957,1915,189,433,420,309,301,274,323,128,129,324,324,694,326,212,233,114,44724,1003,2719,2014,58.4352256186317,20.2911208151383,18.2896652110626,0.334788937409025,49.3304221251819,6.96506550218341,12.2706141424027,33.2640078297039,13.9374090247453,"91203"
"5487",16292,7698,7150,5518,38.5,407,2743,2339,3206,380,467,602,519,241,327,331,250,399,530,384,549,324,157,145,100,39753,1635,2594,2014,43.8865700957525,33.8693837466241,16.8364841640069,2.49815860545053,47.250184139455,14.3567395040511,17.4065793676142,27.6163100180986,19.6783697520255,"91204"
"5488",38138,18434,22365,9694,38.6,738,4904,3769,8626,752,1671,1492,1195,1000,694,848,471,604,1192,1074,1404,789,439,340,178,37414,3487,6522,2014,58.6422990193508,25.4182180502386,12.8585662593739,1.93507787508522,48.3349939692695,9.88253185798941,16.2321943953077,30.3603016478913,22.6178614505218,"91205"
"5489",33706,16060,22116,4913,43.2,344,5614,1184,4545,498,920,934,828,456,720,607,532,701,857,953,1500,1026,658,856,788,52077,1860,8954,2014,65.6144306651635,14.5760398742064,16.6557882869519,1.02058980596926,47.6473031507743,3.5127277042663,9.51260676111083,45.7934843757991,13.4842461282858,"91206"
"5490",10334,5183,7403,994,47.9,7,1441,235,756,73,182,397,162,182,31,31,114,65,192,307,555,377,243,413,722,88929,134,3267,2014,71.6373137216954,9.61873427520805,13.944261660538,0.0677375653183666,50.1548287207277,2.27404683568802,2.27774944756077,55.532891381948,7.31565705438359,"91207"
"5491",16548,7795,11460,1526,41.4,110,3000,230,1367,237,249,185,201,177,236,274,120,83,278,489,704,485,359,783,930,88955,244,5056,2014,69.2530819434373,9.22165820642978,18.1290790427846,0.664732898235436,47.1053903795021,1.38989605994682,2.67602544417635,55.4507567449002,8.26081701716219,"91208"
"5492",614,345,519,51,29.6,13,31,0,78,10,0,0,12,0,0,0,5,31,0,31,15,7,0,33,88,157879,0,153,2014,84.5276872964169,8.30618892508143,5.04885993485342,2.11726384364821,56.1889250814332,0,0,44.3478260869565,12.7035830618893,"91210"
"5493",31078,14798,17887,3658,41.6,115,8624,522,1792,372,195,278,237,301,345,343,222,328,574,915,1863,1043,1035,1299,1134,89849,471,9432,2014,57.5551837312568,11.7703841946071,27.7495334320098,0.370036681897162,47.6156766844713,1.67964476478538,2.72506364267531,54.5707012265679,5.76613681704099,"91214"
"5494",26439,13333,20320,3280,43.6,381,1782,558,1700,90,107,125,206,278,254,212,241,256,483,905,992,1204,784,1198,1978,109913,619,8182,2014,76.8561594614017,12.4059155036121,6.74004311812096,1.44105298990128,50.4292900639207,2.11051855213889,4.06888845066719,53.7829487937948,6.42989523053066,"91301"
"5495",25165,11856,19523,1562,43.6,510,2246,245,2179,525,191,211,189,181,218,338,250,177,318,447,709,1023,705,845,2888,121715,202,9078,2014,77.5799721835883,6.20703357838267,8.92509437711107,2.02662427975363,47.1130538446255,0.973574408901252,1.51799804614113,68.2197339745998,8.65885157957481,"91302"
"5496",27827,14219,5901,17349,32,1062,3034,7513,5379,499,663,499,616,703,630,352,539,417,731,927,1165,633,441,278,116,46187,4627,3800,2014,21.2060229273727,62.3459230244008,10.9030797426959,3.81643727315197,51.0978546016459,26.9989578466957,29.4901210962396,24.219247928617,19.3301469795522,"91303"
"5497",53517,25835,18541,23013,36.8,1957,8633,8865,9686,891,888,650,964,1132,600,831,808,629,1271,1808,1869,1412,1220,1103,877,58361,5692,8381,2014,34.6450660537773,43.0012893099389,16.1313227572547,3.65678195713512,48.2743801035185,16.564829867145,19.5091856320263,28.7256649300795,18.0989218379207,"91304"
"5498",48707,25285,12395,23983,35.7,2434,8491,9853,7963,721,818,720,496,825,772,395,554,684,983,1597,1959,1502,957,801,436,60959,7438,6539,2014,25.4480875438849,49.2393290492126,17.4328125320796,4.99722832447082,51.9124561151375,20.2291251770793,26.6633209062231,23.4406366504158,16.3487794362207,"91306"
"5499",25597,12968,16060,3805,43.8,713,3743,438,1531,277,160,229,278,283,241,214,139,277,471,616,1181,1084,675,1149,1190,98655,518,6619,2014,62.7417275461968,14.8650232449115,14.6228073602375,2.78548267375083,50.6621869750361,1.71113802398719,3.70741482965932,47.3733180647008,5.98116966832051,"91307"
"5500",37769,18332,19302,8852,42.8,1207,7209,1681,3296,542,496,428,399,431,466,594,436,315,1051,1239,2171,1610,1031,1030,1269,80279,1862,9065,2014,51.1054039026715,23.4372104106542,19.0870819984643,3.19574254017845,48.5371601048479,4.45074002488814,8.73276428102429,42.5147734734077,8.72673356456353,"91311"
"5501",28190,13213,20099,3506,40.2,1158,1906,293,3762,851,638,629,352,490,574,399,573,378,1062,1144,1261,1108,696,984,1161,62016,716,8961,2014,71.2983327421071,12.437034409365,6.76126285916992,4.10783965945371,46.871230932955,1.03937566512948,4.31065623118603,53.9494280553883,13.3451578573962,"91316"
"5502",44958,22607,30221,7822,40.4,608,4959,2400,2868,297,296,315,391,322,381,597,696,321,528,877,1856,1708,1291,2079,2987,106365,1898,12127,2014,67.2205169269096,17.3984607856221,11.0302949419458,1.35237332621558,50.2847101739401,5.33831576137729,7.9004329004329,50.478687978688,6.37928733484586,"91320"
"5503",34576,17731,13709,16095,33.9,1077,2697,5382,5425,538,514,575,493,440,619,639,506,435,950,1034,1359,1067,550,639,664,57654,3839,4330,2014,39.6488894030541,46.549629801018,7.80020823692735,3.11487737158723,51.2812355391023,15.5657103192966,22.2628160519601,25.1101832521457,15.6900740397964,"91321"
"5504",29178,14632,10622,11587,35.4,1927,4630,3544,4729,815,507,222,382,380,579,414,380,387,727,952,1041,699,581,674,763,58993,2005,5049,2014,36.404140105559,39.7114264171636,15.8681198163,6.60429090410583,50.1473713071492,12.1461375008568,13.8860031858162,34.9677955537087,16.2074165467133,"91324"
"5505",32823,16790,13371,10173,34.9,2676,5485,2793,5837,1129,432,409,413,472,655,505,658,231,1123,1058,1476,821,608,711,994,57883,1917,6086,2014,40.7366785485787,30.9935106480212,16.7108430064284,8.15281966913445,51.1531547999878,8.50927703134997,11.4811043900102,36.4496616158591,17.7832617371965,"91325"
