"","pop","male_pop","white_pop","hisp_pop","med_age","black_pop","asian_pop","nonfluent_english_pop","pov","inc_under10","inc_10to15","inc_15to20","inc_20to25","inc_25to30","inc_30to35","inc_35to40","inc_40to45","inc_45to50","inc_50to60","inc_60to75","inc_75to100","inc_100to125","inc_125to150","inc_150to200","inc_over200","ed_LThighschool","ed_college","year","county","county_medianinc","whiteshare","hispshare","asianshare","blackshare","maleshare","nonfluentshare","LThighschoolshare","collegeshare","poverty_rate"
"79",252759,124430,184847,38605,44.6,7284,14407,15925,18371,3608,3674,3289,3402,2819,3758,3339,3453,2939,5976,7578,11570,11017,7668,10815,18247,12134,79392,2012,"Marin",90962,73.1317183562207,15.2734422908779,5.6998959483144,2.88179649389339,49.2287119350844,6.3004680347683,8.47583123777591,55.4568315171836,7.26818827420586
"80",18193,9130,15110,1714,49.4,141,272,214,2647,432,409,518,478,272,414,444,219,276,541,600,1203,660,366,282,142,1033,1858,2012,"Mariposa",52584,83.0539218380696,9.42120595833562,1.49508052547683,0.775023360633211,50.1841367558951,1.17627658989721,10.2673690488023,18.4673491700626,14.5495520255043
"81",87577,43930,59992,19426,41.7,804,1583,6886,16689,2377,3041,2236,2559,2027,2027,1775,1450,1761,2936,3509,3377,2440,1056,1001,656,6812,9334,2012,"Mendocino",43721,68.502003950809,22.1816230288774,1.807552211197,0.918049259508775,50.1615721022643,7.86279502609132,14.5229719646093,19.899797462957,19.056373248684
"82",256398,129131,81483,141027,29.7,9794,19278,44775,61914,5644,5505,5051,4998,5045,4564,3655,3773,3442,5823,7563,7879,4940,2580,2010,2024,38698,15191,2012,"Merced",43565,31.779889078698,55.0031591510074,7.51877939765521,3.81984258847573,50.3634973751745,17.4630847354504,31.9488132094943,12.5415892672859,24.1476142559614
"83",9545,4829,7518,1337,46.8,129,36,379,1829,326,279,239,460,228,210,409,126,168,256,313,433,314,81,36,25,714,1035,2012,"Modoc",37482,78.7637506547931,14.0073336825563,0.377160817181771,1.35149292823468,50.5919329491881,3.97066526977475,14.5210494203783,21.0494203782794,19.1618648507072
"84",14181,7516,9674,3747,37.1,82,111,1176,1333,146,257,191,258,309,298,333,257,220,188,596,942,433,363,188,77,1133,2554,2012,"Mono",61868,68.2180382201537,26.4226782314364,0.782737465623017,0.578238488117904,53.0004936182216,8.29278612227629,13.6227004929662,30.7081880485752,9.39990127635569
"85",416199,214090,137358,230202,32.9,12568,26195,99139,64123,5294,5498,5975,6058,6238,5812,5698,5493,5550,10807,13661,15925,11592,7823,6857,6842,65210,46467,2012,"Monterey",60143,33.0029625251382,55.3105605731874,6.29386423321536,3.01970932174272,51.4393355101766,23.8200956753861,30.5128841015755,21.7427110189834,15.4068126064695
"86",136644,68206,77227,43897,39.6,2758,9450,18430,13341,1696,2023,1771,1993,1785,2278,1995,2197,1925,3659,5091,6189,5428,3195,3821,4163,13127,22206,2012,"Napa",69571,56.5169345159685,32.1250841602998,6.91578115394748,2.01838353678171,49.9151078715494,13.4876028219314,18.2008513234336,30.789068674348,9.76332660050935
"87",98521,48924,85313,8400,48,393,1386,1995,11320,2061,2253,2003,2173,2216,2109,1878,1903,1738,3328,4266,5568,3956,2181,2102,1891,2486,17764,2012,"Nevada",57382,86.5937211355955,8.52610103429726,1.40680667065905,0.398899726961765,49.6584484526142,2.0249489956456,4.65351353375014,33.2522181872637,11.4899361557434
"88",3021840,1495127,1332316,1015013,36.2,48985,547024,362900,349220,40527,33302,34670,36422,36924,36422,36009,36449,35649,70617,94446,132919,103768,74765,88066,99311,260677,611135,2012,"Orange",75566,44.0895613268737,33.5892370211527,18.1023482381595,1.62103221878061,49.4773714028539,12.009239403807,16.0411186082933,37.6070348388208,11.5565350912027
"89",350074,170983,266065,44888,40.2,4270,21683,8612,29082,4963,4741,4993,4941,5233,5349,5382,4950,4305,9735,12707,18398,15362,10360,11180,9176,10023,67244,2012,"Placer",73356,76.0025023280792,12.8224318286991,6.19383330381577,1.21974211166782,48.8419591286414,2.4600513034387,5.46495460865298,36.6642130803413,8.3073864382959
"90",19926,10031,16965,1604,49.4,253,234,423,2720,597,705,492,437,734,602,414,537,436,924,876,953,637,266,246,253,922,2441,2012,"Plumas",45358,85.1400180668473,8.04978420154572,1.1743450767841,1.26969788216401,50.341262671886,2.12285456187895,8.60154865192649,22.7726467021177,13.6505068754391
"91",2192982,1091924,867580,998113,33.7,138216,130982,276304,335557,34121,34706,33279,36757,34675,34059,31927,32626,27386,53385,69344,90192,59196,39508,37923,27534,223919,218364,2012,"Riverside",57096,39.5616562288245,45.5139622669042,5.97278044233833,6.30265091095139,49.7917447566829,12.5994650206887,20.6564675363971,20.1440202801809,15.3014023826917
"92",1422348,696786,688966,305985,34.9,143842,205867,74558,230523,27987,29311,24331,25786,25486,26846,25209,24117,20114,42756,54363,66770,44825,27171,27308,20116,99900,216560,2012,"Sacramento",55846,48.4386380829445,21.5126677859427,14.4737434158167,10.1129962568935,48.988433210438,5.24189579484064,13.2194790810676,28.6567606586185,16.2072151119135
"93",55467,27693,21094,31300,34.1,826,1299,9794,7000,629,894,660,847,537,833,661,676,575,1507,1707,2404,1666,1117,1251,876,6601,5365,2012,"San Benito",63939,38.0298195323345,56.4299493392468,2.34193304126778,1.48917374294626,49.9269836118773,17.6573458092199,22.9871848446859,18.6829642011422,12.6201164656462
"94",2041029,1015499,677104,1005858,31.7,178176,130176,268860,350982,36174,31645,30738,30891,30169,30175,28230,29153,26144,51809,62260,79631,51890,31072,29778,19939,215070,195442,2012,"San Bernardino",54750,33.1746388708833,49.2819063325411,6.37795935285584,8.72971427647525,49.7542661079289,13.1727672659232,20.8341405953331,18.932747971512,17.1963259708706
"95",3100500,1556457,1502635,992087,34.7,156645,342886,316282,418555,60589,47365,43066,48283,46262,47764,45036,46848,42454,80929,104010,141272,101010,67520,75232,69822,224724,583303,2012,"San Diego",63373,48.464279954846,31.9976455410418,11.0590549911305,5.0522496371553,50.2001935171747,10.2009998387357,13.5797694525889,35.2482167503402,13.4995968392195
"96",807755,409803,337443,121628,38.5,48419,270503,39353,104784,22764,21249,13779,13769,11534,12079,9891,11232,9586,19663,26887,37121,32275,22702,30871,45437,55709,288742,2012,"San Francisco",73802,41.7754145749639,15.0575360103002,33.4882482931087,5.99426806395504,50.7335763938323,4.87189803839035,10.8433476979613,56.2015096484364,12.9722502491473
"97",687036,342120,246851,266808,32.6,50463,98513,77933,117938,11805,12591,11530,11574,10639,10891,10832,9901,9317,17399,21731,27062,19274,10660,11019,7407,74821,62578,2012,"San Joaquin",53895,35.9298493819829,38.8346462194121,14.3388410505417,7.3450299547622,49.7965172130718,11.343364830955,21.8454836628214,18.270895559429,17.1662038088252
"98",270121,138319,191834,56068,39.3,5809,9147,14131,34755,5969,5219,4720,4722,4468,5309,4225,4746,4196,7537,10294,13655,9664,6109,6198,4677,14879,42452,2012,"San Luis Obispo",59628,71.0178031326702,20.7566238833708,3.38626023152587,2.1505177309428,51.206311245701,5.23135927973019,10.8470449293218,30.9482324981228,12.8664561437282
"99",721183,354728,306464,181328,39.3,20231,180081,66203,52888,8030,7242,6762,7433,8035,8140,7611,8829,8274,16494,24071,31806,27002,21335,26007,40298,43384,188516,2012,"San Mateo",87751,42.4946234173573,25.1431328802814,24.9702225371369,2.80525192634879,49.186960868462,9.17977822549894,10.6128879169052,46.1160607261501,7.33350619745612
"100",423594,212662,203859,180631,33.6,8396,20775,64634,62240,7209,6380,6567,6340,6226,6657,5843,6184,5586,11386,14305,17639,12665,8860,9833,9567,43532,64780,2012,"Santa Barbara",62723,48.1260357795436,42.6424831324334,4.90446040312186,1.98208662067924,50.2042049698532,15.2584786375633,21.0842410651581,31.3754740467,14.6933148250447
"101",1788393,898013,629179,478065,36.2,46543,577249,139415,171669,23543,19358,17365,18998,18333,17691,17139,19785,16919,34784,49403,74428,66546,49894,67566,92703,120439,480665,2012,"Santa Clara",90747,35.1812493115328,26.7315405506508,32.2775251301028,2.60250403574606,50.213403877112,7.79554605727041,12.0278548416413,48.0024647120741,9.59906463512215
"102",262340,130813,156894,83709,36.9,2707,10910,30176,36553,5468,4631,3649,4039,3550,4129,3685,3546,2878,6610,9312,11746,8940,6201,7298,7628,20675,52739,2012,"Santa Cruz",66571,59.8055957917207,31.9085919036365,4.15872531828924,1.03186704276893,49.8639170542045,11.5026301745826,14.8028553222261,37.7599896899097,13.9334451475185
"103",177693,87442,146440,14994,41.9,1633,4720,2335,30820,4765,5830,4035,4504,3882,4188,3963,3656,3118,5745,7062,7680,4419,1958,2392,1683,10071,18334,2012,"Shasta",44396,82.4118001271857,8.43814894227685,2.65626670718599,0.919000748481932,49.2095918241011,1.31406414433883,11.0066776686084,20.0373774576771,17.3445211685322
"104",3163,1552,2806,281,51.6,36,4,130,527,112,84,166,64,86,35,60,108,18,171,85,169,99,53,8,20,164,310,2012,"Sierra",42500,88.7132469174834,8.88397091368954,0.126462219411951,1.13815997470756,49.0673411318369,4.1100221308884,9.19798093101514,17.3864273696018,16.6613974075245
"105",44673,22262,35501,4652,47,555,601,1024,8610,1561,2052,1665,1633,1160,1091,1063,1126,829,1796,1685,1921,979,435,341,248,2464,5324,2012,"Siskiyou",37948,79.4685828128847,10.4134488393437,1.34533163208202,1.24236115774629,49.8332326013476,2.29221229825622,10.582374162515,22.86548702972,19.2733866093614
"106",414209,206891,168848,99502,37,58858,61211,28513,47415,6294,5678,5204,5419,5212,5909,5176,5748,4868,11195,15835,20834,14907,9641,10650,7725,27435,55264,2012,"Solano",69006,40.7639621543713,24.0221723815755,14.7778054074151,14.2097346991495,49.9484559727094,6.88372295145687,12.222449925155,24.620429111127,11.4471196907841
"107",483456,237760,320460,119747,39.8,7739,19747,41149,54966,7873,7477,8348,9220,8498,7644,7827,9016,7566,14441,18881,24643,17737,11920,11973,11438,36166,82180,2012,"Sonoma",63565,66.2852462271644,24.7689551893037,4.08454957638337,1.6007661503839,49.1792427852793,8.51142606566058,13.7569800526452,31.2599850889339,11.3693903891978
"108",515115,254802,240545,216009,32.8,14493,26609,62990,97847,10001,10923,10009,9837,9405,9259,8682,7936,7166,13522,17150,20476,12396,8036,6415,4786,58168,43284,2012,"Stanislaus",49866,46.6973394290595,41.9341312134184,5.16564262349184,2.81354648961882,49.4650709064966,12.22833736156,22.4913387775303,16.7362657757981,18.9951758345224
"109",94615,47074,47771,27119,34.5,1667,13240,9917,15868,1544,2053,2122,1794,1517,1661,1763,1826,1372,2917,3410,3623,2598,1126,1466,843,9737,8971,2012,"Sutter",50510,50.4898800401628,28.6624742377002,13.9935528193204,1.76187708080114,49.753210378904,10.4814247212387,20.6091520975321,18.9878508233501,16.7711250858743
"110",63200,31428,45453,13885,39.6,376,704,3689,12646,1505,2033,1758,1598,1512,1737,1522,1451,1145,2174,2278,1952,1421,691,419,356,6174,4266,2012,"Tehama",40307,71.9193037974684,21.9699367088608,1.11392405063291,0.594936708860759,49.7278481012658,5.8370253164557,19.4499574709385,13.4391834420187,20.0094936708861
"111",13693,7015,11418,956,49.2,119,168,152,2377,416,381,564,505,433,486,346,258,267,315,600,549,355,137,118,81,527,1518,2012,"Trinity",36569,83.385671510991,6.98166946615059,1.22690425764989,0.869057182502008,51.2305557584167,1.11005623311181,6.99124436189971,20.1379676306713,17.3592346454393
"112",441877,221571,144029,267639,29.7,7163,14715,82682,108096,9385,8829,8668,8961,8471,8199,7273,6744,5839,10905,12904,13052,7987,5434,4508,2837,64549,27647,2012,"Tulare",43803,32.5948171097387,60.5686650357452,3.33011222580039,1.62103933900158,50.1431393804158,18.7115418996689,30.8962196417802,13.2331683594834,24.4629161508746
"113",55205,28964,44945,5935,48,1131,609,1011,6718,1237,1495,1289,1288,1374,1465,1204,808,1313,2065,2100,2626,1506,837,696,802,3492,4631,2012,"Tuolumne",48169,81.4147269269088,10.7508377864324,1.10316094556652,2.04872747033783,52.466262113939,1.83135585544788,11.7079058539529,15.5267216522497,12.1691875735893
"114",822794,408800,400432,331225,36.4,14795,57239,108933,83936,9349,9626,8955,10549,9210,10049,8777,10200,9641,18434,25723,36463,29472,21136,24250,24117,72778,137915,2012,"Ventura",76483,48.6673456539547,40.2561272931013,6.95666229943339,1.79814145460468,49.6843681407497,13.2394013568402,16.8250658294745,31.8836592634034,10.2013383665899
"115",200873,98020,100254,60939,30.5,5054,25873,18579,36007,4346,4226,3936,3624,3901,2509,3134,2812,2704,5146,6374,8524,6142,4057,4980,3675,13730,38575,2012,"Yolo",57260,49.9091465751993,30.3370786516854,12.880277588327,2.51601758324912,48.7970010902411,9.24912755820842,14.2421476287291,40.013899838181,17.9252562564406
"116",72244,36580,42230,18193,31.9,2003,5104,5243,14541,1298,1526,1636,1597,1696,1368,1162,1469,903,2231,2671,3133,1472,799,794,378,7527,4911,2012,"Yuba",46641,58.4546813576214,25.1827141354299,7.06494656995737,2.77254858534965,50.633962682022,7.25735009135707,20.6281345062896,13.4588506125134,20.1276230552018
"117",1535248,752840,517764,345847,36.8,185467,411240,111141,188501,29125,26168,22273,21362,20373,18873,18806,19891,17379,37549,49505,66549,54604,37584,49118,55912,104005,379779,2013,"Alameda",72112,33.7251049993226,22.527109626588,26.7865517492939,12.0805889341657,49.0370285452253,7.23928642147718,11.9882751084656,43.7757332091531,12.2782117286588
"118",1165,708,823,87,44.3,7,17,22,184,22,18,22,57,10,5,7,15,9,44,37,52,32,34,22,8,42,178,2013,"Alpine",58636,70.6437768240343,7.46781115879828,1.45922746781116,0.600858369098712,60.7725321888412,1.88841201716738,7.14285714285714,30.2721088435374,15.793991416309
"119",37422,20236,29928,4710,49.1,923,524,579,4150,844,729,874,657,807,733,679,687,688,1160,1423,2046,1223,641,715,356,2559,3712,2013,"Amador",53684,79.9743466410133,12.5861792528459,1.40024584469029,2.46646357757469,54.0751429640319,1.54721821388488,12.3563495895703,17.9237083534524,11.0897333119555
"120",220542,109200,164932,32084,37,2963,9501,6692,43942,6733,6029,5813,6136,5320,5053,4285,4112,3362,7313,8153,9167,5560,3031,2864,1885,11986,26499,2013,"Butte",43752,74.7848482375239,14.5477958846841,4.30802296161275,1.34350826599922,49.5143782136736,3.03434266488923,11.2694860753305,24.9149100208729,19.9245495189125
"121",45147,22612,37570,4794,50,386,568,461,4849,1032,940,1180,840,1095,756,843,946,794,1534,2020,2550,1756,963,723,730,1475,4675,2013,"Calaveras",55295,83.2170465368685,10.6186457571932,1.25811238842005,0.854984827341794,50.0852769840742,1.02110882229163,6.29024691884515,19.9368843021024,10.7404700201564
"122",21366,11064,8338,11953,33.9,193,245,4070,2635,305,432,261,389,483,437,235,404,326,783,781,893,514,220,237,153,3227,1375,2013,"Colusa",52158,39.024618552841,55.9440232144529,1.14668164373303,0.903304315267247,51.7832069643359,19.0489562856875,30.7099352874001,13.0852683669585,12.3326780866798
"123",1065794,520220,503167,261427,38.6,97061,156751,78105,111173,14890,13673,12990,13730,12437,13648,12911,13461,12369,24997,34462,47110,39836,27903,37429,44009,62222,229366,2013,"Contra Costa",78756,47.210530365155,24.5288489145182,14.7074387733464,9.1069193483919,48.8105581378766,7.3283392475469,10.7729359029186,39.7117613755395,10.4310026140136
"124",28357,15733,18205,5217,39.1,908,709,995,5406,892,1085,619,629,530,741,446,294,297,846,994,872,698,267,211,172,3136,2027,2013,"Del Norte",37909,64.1993158655711,18.3975737913037,2.50026448495962,3.2020312444899,55.4818915964312,3.50883379765137,20.2179098704145,13.0681451872864,19.0640758895511
"125",180982,90576,144293,22034,44.1,1705,6442,5108,16206,2825,2703,2394,2836,2805,3286,2980,2461,2534,5164,6355,9027,6869,4932,5338,5376,6403,32153,2013,"El Dorado",69297,79.7278182360677,12.1746914057752,3.55947000254169,0.942082638052403,50.0469659966185,2.8223801262004,6.47611534221359,32.5201525219731,8.95448166115967
"126",939605,469204,302091,477078,30.9,47790,90310,129262,239584,22847,20250,19646,19130,16975,16512,14017,14208,12179,22052,28119,31850,19756,11918,11617,8735,118961,89768,2013,"Fresno",45563,32.1508506234003,50.7743147386402,9.61148567749214,5.08617983088638,49.9363030209503,13.7570574869227,26.0622763988967,19.6666002116337,25.4983743168672
"127",28054,14194,15447,10726,37.2,220,703,3915,5198,573,849,821,611,613,675,510,317,612,666,817,1108,578,354,181,343,3705,2074,2013,"Glenn",43023,55.0616667854851,38.2334070007842,2.50588151422257,0.784201896342767,50.5952805304057,13.955229200827,26.5915452522788,14.8855235771191,18.528552078135
"128",134613,67457,103483,13584,37.5,1632,3073,2935,26600,4294,4473,3779,3569,3135,3662,2857,2733,2421,4449,5185,5631,3358,1405,1303,1042,6190,20133,2013,"Humboldt",41426,76.8744474902127,10.091150186089,2.28284043888777,1.21236433331105,50.1118019804922,2.18032433717397,8.58470286387906,27.921780736426,19.7603500404864
"129",175201,90083,23456,141709,31.8,5421,2603,50690,38286,4468,4503,3603,3180,2718,2547,2048,2453,1558,3354,4441,5346,3305,2032,1508,1035,25549,12370,2013,"Imperial",41807,13.3880514380626,80.8836707553039,1.48572211345826,3.09416042145878,51.4169439672148,28.9324832620818,29.8284940399052,14.441992691441,21.8526149964897
"130",18482,9312,12051,3684,45.7,178,278,853,2309,412,652,530,468,568,356,449,528,324,454,710,1030,678,226,302,186,1053,2120,2013,"Inyo",44796,65.2039822530029,19.9329076939725,1.50416621577751,0.963099231684883,50.3841575587058,4.61530137431014,10.7361337683524,21.6150081566069,12.4932366626988
"131",848204,436648,321424,422395,30.8,47548,36218,126203,186811,17527,17896,16348,15393,15344,13688,12827,11797,9697,19964,25715,29743,19647,11208,10898,7579,114556,62165,2013,"Kern",48552,37.8946574173194,49.7987512438046,4.26996335787146,5.60572692418333,51.4791253047616,14.8788498993167,27.2489623101533,14.786931649243,22.0243007578366
"132",151806,85119,53046,78236,31.1,10253,5605,24044,28019,2879,2427,2241,2533,2316,2512,1947,2285,2135,3440,4478,4356,2744,1671,1825,996,22616,10167,2013,"Kings",48133,34.9432828741947,51.5368299013214,3.69221242902125,6.75401499281978,56.070906288289,15.8386361540387,28.4059936948139,12.7698858284035,18.4571097321582
"133",64260,32366,47227,11323,45.1,1557,798,3070,15860,2346,2567,2301,2208,1845,1591,1201,1286,1155,2085,2122,2339,1638,742,617,462,4713,5005,2013,"Lake",36548,73.4936196700903,17.6206037970744,1.24183006535948,2.42296918767507,50.3672580143168,4.77746654217242,13.7891687878522,14.6434945434331,24.6809835045129
"134",34018,22555,22540,6084,37.3,2856,481,1433,3953,684,706,445,532,612,393,364,524,420,857,1249,1430,741,430,382,176,4544,2525,2013,"Lassen",53107,66.2590393321183,17.88464930331,1.41395731671468,8.39555529425598,66.3031336351343,4.21247574813334,21.5386073849362,11.9685263307579,11.6203186548298
"135",9893481,4878648,2721187,4741492,35.1,833477,1372726,1677978,1737224,209050,190300,173380,167740,154347,155834,143103,140946,126807,241482,303887,384881,268689,169129,189195,211613,1183287,1635119,2013,"Los Angeles",55909,27.5048488999979,47.9254167466436,13.8750557058734,8.42450700617912,49.3117437633933,16.9604409206426,22.1350979750269,30.5872702614226,17.5592796913442
"136",151435,73133,56775,82456,33.2,5114,3119,24354,32604,2925,2437,2692,2992,2661,2914,1988,2466,1651,3930,4782,4039,3102,1670,1345,922,24005,9792,2013,"Madera",45625,37.4913329151121,54.4497639251164,2.05962954402879,3.37702644699046,48.293327170073,16.0821474560042,32.0391329880946,13.0692435000801,21.530029385545
"137",254643,125104,185230,39540,44.8,7258,14346,15630,19121,3283,3944,3362,3399,3065,3701,3359,3426,2818,5869,7434,11573,10243,7633,10648,19155,11657,78492,2013,"Marin",90839,72.7410531606995,15.5276210223725,5.63376963042377,2.85026488063681,49.1291729990614,6.13800497166622,8.18592304937396,55.1196252887931,7.50894389400062
"138",18061,9071,14939,1717,50.1,158,195,276,2876,579,360,496,616,280,439,338,239,280,451,678,1033,760,328,241,120,1125,1918,2013,"Mariposa",49820,82.7141354299319,9.50667183433918,1.07967443663142,0.874813133270583,50.2242400753004,1.52815458723216,11.641142384106,19.8468543046358,15.9238137423177
"139",87497,43906,59274,19856,41.8,636,1531,6987,17221,2355,3096,2429,2427,2136,1901,1424,1756,1420,3160,3426,3306,2191,1337,801,713,6859,9368,2013,"Mendocino",43469,67.7440369384093,22.6933494862681,1.74977427797524,0.726882064527927,50.1800061716402,7.98541664285633,14.6653837930297,20.0299337181954,19.6818176623199
"140",258707,130511,80708,143858,30,9611,19763,45780,64490,5298,5646,5165,5484,4926,4992,3930,3869,3337,6310,7467,7828,4571,2549,2105,1932,39291,15523,2013,"Merced",42591,31.1966819606737,55.6065355788595,7.63914389637698,3.71501350949143,50.4474173485835,17.6956943569366,32.0957702298682,12.6803247888382,24.9278140908441
"141",9468,4777,7420,1353,46.9,125,33,402,1917,406,342,223,502,228,243,320,132,170,181,380,417,236,147,27,29,684,900,2013,"Modoc",36212,78.3692437684833,14.2902408111534,0.348542458808619,1.32023658639628,50.4541613857203,4.24588086185044,14.1351518908865,18.598884066956,20.2471482889734
"142",14217,7563,9603,3817,37.2,59,110,1264,1197,156,266,195,190,242,280,374,198,192,418,699,1048,435,342,141,92,1299,2593,2013,"Mono",61757,67.5458957585989,26.8481395512415,0.773721600900331,0.414996131391995,53.1968769782655,8.89076457761835,15.6808305166586,31.3013037180106,8.41949778434269
"143",420569,216345,136539,235119,33,12422,26017,99427,68185,5928,5435,6099,6656,5682,6154,5953,5764,5675,10149,13057,16387,11070,7373,7142,6904,64688,46002,2013,"Monterey",59168,32.4653029586108,55.904976353464,6.18614305857065,2.95361759901467,51.4410239461301,23.6410672208365,29.9620194534507,21.3070866141732,16.2125596513295
"144",137837,68721,76851,44942,39.8,2944,9801,17839,13563,1661,1995,1787,2335,1485,2372,1864,2213,2085,3626,5073,6309,5404,3415,3713,4094,13012,22332,2013,"Napa",70443,55.7549859616794,32.6051785804973,7.11057263289247,2.13585611990975,49.8567148153253,12.9420982754993,17.9589808706214,30.8223148480415,9.83988334046736
"145",98509,48894,84987,8598,48.5,412,1470,2083,11696,1843,2204,2065,2200,2157,2238,1680,2013,1716,3256,4053,5369,3905,2141,2227,1924,2906,17092,2013,"Nevada",57353,86.2733354312804,8.72813651544529,1.49224943913754,0.418235897227664,49.6340435899258,2.11452760661462,5.47382696980542,32.1949933131157,11.8730268300358
"146",3051771,1509674,1327507,1032879,36.4,49836,559584,355110,373049,42554,34341,35385,37305,36525,37720,35848,36014,36101,70537,92733,132255,104158,74144,87957,101935,259937,619427,2013,"Orange",75422,43.4995614022153,33.8452328172723,18.3363692754142,1.63301899126769,49.4687838635337,11.6361941967467,15.8359991982605,37.7370111810975,12.2240168086006
"147",355924,173709,268514,46425,40.4,4317,22356,8527,30850,5138,4469,5335,5224,5036,5615,5332,5244,4419,9470,13120,17822,15105,10264,11604,9512,10310,68339,2013,"Placer",72725,75.4413863633809,13.0435149076769,6.28111619334465,1.21289938301435,48.8050819837943,2.3957361683955,5.55396939121816,36.8140362974256,8.66758071947944
"148",19586,9810,16628,1591,49.9,238,149,335,2917,677,740,531,493,500,638,426,422,409,942,788,1090,556,190,265,330,1032,2238,2013,"Plumas",45794,84.8973756765036,8.12314918819565,0.760747472684571,1.21515368120086,50.0867966915143,1.71040539160625,9.92116900596039,21.5150932512978,14.8932911263147
"149",2228528,1109691,867859,1025543,33.9,138881,134097,271452,355511,35831,35227,34822,36683,34171,35746,31881,32025,29048,53271,70849,89035,60597,38507,38105,27346,224876,221834,2013,"Riverside",56529,38.9431499177933,46.018851905832,6.0172903369399,6.23196118693595,49.7947972832291,12.1807758305034,20.3601109287248,20.0846904416778,15.9527275403316
"150",1435207,702786,688052,312797,35.1,144617,209739,73272,248304,30785,30184,25030,26712,25336,26426,25397,24968,20773,42088,53454,66406,44929,26444,27954,20357,99495,218003,2013,"Sacramento",55064,47.9409590393581,21.7945564646772,14.6138501275426,10.0763861937686,48.9675705316376,5.10532627000844,13.0378890924387,28.5672539908429,17.3009189615157
"151",56115,28051,21025,31930,34.5,734,1150,9216,6639,681,718,686,934,503,797,726,720,662,1355,1691,2439,1924,1045,1209,905,6428,5237,2013,"San Benito",66237,37.4677002583979,56.9010068609106,2.0493629154415,1.3080281564644,49.988416644391,16.4234161988773,22.0348279171809,17.9521458933224,11.8310612135793
"152",2056915,1023385,667933,1026596,31.9,179372,132953,262092,375280,39908,31994,31577,31664,30948,29134,28947,28636,26982,51043,62807,78116,52784,29950,29847,19542,216160,198276,2013,"San Bernardino",54090,32.4725620650343,49.9095003925782,6.46370900110116,8.72043813186252,49.753392823719,12.741994686217,20.7310535184576,19.0158695754335,18.2447986426274
"153",3138265,1576095,1505595,1015362,34.8,158843,348951,319880,441648,63844,47078,44322,48710,46670,49025,45458,45903,43617,82474,102376,140654,100436,67386,76123,72407,227597,591596,2013,"San Diego",62962,47.9753940473478,32.3542466936349,11.1192330794245,5.06149098307504,50.2218582560746,10.1928932069153,13.5591998536826,35.2446139300572,14.0729989341244
"154",817501,415283,341100,124167,38.5,47992,272599,39228,108306,23209,21269,13081,13981,11523,12195,10072,10536,9794,19501,26343,37908,32594,22574,32197,48567,54613,295865,2013,"San Francisco",75604,41.7247196027895,15.1886052738773,33.3454026355931,5.87057385862525,50.7990815913375,4.79852624033487,10.4566315833814,56.6486240165735,13.248424160949
"155",693177,345105,245469,272529,32.9,49901,99396,77732,123115,12419,12641,11506,11656,10761,10786,11208,9847,9853,17718,21371,26972,19258,10719,11514,7334,74074,63276,2013,"San Joaquin",53380,35.4121674550656,39.3159322943491,14.3391947511242,7.1988828250216,49.785985397669,11.2138746669321,21.4070618970829,18.2864871425847,17.7609759123572
"156",272094,139115,191906,57503,39.5,5942,9456,14263,36588,6564,5327,4180,4657,4760,5218,4360,4768,4294,7927,9617,13668,9615,6154,6057,4988,14773,42253,2013,"San Luis Obispo",58697,70.5293023734445,21.1335053327159,3.47526957595537,2.1838041265151,51.1275515079348,5.24193844774232,10.791088385683,30.8641344046749,13.4468235242232
"157",729543,358960,305350,184742,39.3,19886,185496,66565,54905,8027,6783,6871,7525,8155,8258,7143,9024,7730,16693,23290,33152,25949,20948,26459,41934,43224,191996,2013,"San Mateo",88202,41.8549694808942,25.3229761645304,25.4263285371801,2.72581602455236,49.2034054195572,9.12420515308899,10.4713107307678,46.512349043691,7.52594432404944
"158",427288,214542,202598,184851,33.5,8482,21433,64633,65740,7456,6833,6730,6321,5699,6810,6213,6260,5370,10364,14635,17315,12312,8661,10725,10016,45289,63974,2013,"Santa Barbara",62779,47.4148583625096,43.2614536331467,5.01605474527719,1.98507798019135,50.2101627005673,15.1263316545281,21.8563596702894,30.8736945736733,15.3854075003276
"159",1812208,910196,628410,485593,36.4,47869,589931,138489,181376,23716,19238,18252,19423,19389,17766,16360,19541,17216,34898,48185,73513,65080,49989,68757,98054,122753,490546,2013,"Santa Clara",91702,34.676483052718,26.7956548034221,32.5531616679763,2.64147382640403,50.2258018947052,7.64200356691947,12.1097237472045,48.3929235562159,10.0085641383329
"160",264808,131850,156844,85703,36.9,2599,11361,29808,37239,5856,4427,3816,4104,3271,3858,4072,3786,2917,6367,9029,12053,8973,6032,7269,7674,20960,51562,2013,"Santa Cruz",66519,59.229328419081,32.3642034983837,4.29027823932812,0.981465816742697,49.7907918189783,11.2564575088366,15.0085210591891,36.9212482277629,14.0626416120359
"161",177966,87600,145932,15419,42.1,1691,4374,2447,30575,4394,5659,4376,4817,3904,4452,3566,3550,3369,5911,6753,7762,4512,1899,2345,1711,9889,17906,2013,"Shasta",44651,81.99993257139,8.66401447467494,2.45777283301305,0.950181495341807,49.2228852702202,1.3749817380848,10.8250413232187,19.6008888596981,17.1802479125226
