"","pop","male_pop","white_pop","hisp_pop","med_age","black_pop","asian_pop","nonfluent_english_pop","pov","inc_under10","inc_10to15","inc_15to20","inc_20to25","inc_25to30","inc_30to35","inc_35to40","inc_40to45","inc_45to50","inc_50to60","inc_60to75","inc_75to100","inc_100to125","inc_125to150","inc_150to200","inc_over200","ed_LThighschool","ed_college","year","county","county_medianinc","whiteshare","hispshare","asianshare","blackshare","maleshare","nonfluentshare","LThighschoolshare","collegeshare","poverty_rate"
"162",3127,1497,2727,281,51.3,18,2,166,599,155,84,147,73,77,49,53,90,47,80,103,121,66,28,21,59,164,400,2013,"Sierra",39009,87.2081867604733,8.98624880076751,0.0639590661976335,0.575631595778702,47.8733610489287,5.30860249440358,8.99616017553483,21.9418540866703,19.1557403261912
"163",44503,22219,35153,4799,47.1,574,610,1019,9216,1578,1957,1696,1796,1093,1038,950,1211,761,1671,1653,2107,821,425,352,308,2475,5419,2013,"Siskiyou",37709,78.9901804372739,10.7835426825158,1.3706941105094,1.28980068759409,49.9269712154237,2.28973327640833,10.7688291345777,23.578297002132,20.7087162663191
"164",417258,208246,168938,102082,37.1,58536,61280,28211,52358,6902,5911,5467,5527,5402,6295,5327,5862,4895,11458,14946,20970,14807,9298,10675,7722,26912,54853,2013,"Solano",67177,40.4876599130514,24.4649593297193,14.6863571219725,14.0287304257797,49.9082102679877,6.76104472532582,11.9166120547654,24.288864485733,12.5481117198472
"165",487469,239661,320511,122818,40.2,7648,19614,40656,57048,7682,8001,7790,9564,8341,8170,7923,8418,7892,14875,18693,24426,18296,11855,12202,11532,36629,82984,2013,"Sonoma",63356,65.7500271812156,25.1950380434448,4.02364047765089,1.56892028005883,49.1643571180937,8.34022266031276,13.8354208530376,31.3445238490942,11.7028980304389
"166",518321,256551,238928,220267,33,14635,27351,62608,104173,10928,10835,10322,9507,9401,9483,8766,8291,6885,13767,16883,19898,12716,8084,6482,4635,57941,43747,2013,"Stanislaus",49297,46.0965309142404,42.4962523224025,5.27684581562391,2.82353985271675,49.4965475062751,12.0790012366854,22.2417995815819,16.793151762922,20.098163107418
"167",94787,47083,47206,27538,34.8,1735,13502,9657,15596,1643,1947,2079,1799,1540,1612,1849,1821,1427,2655,3227,3748,2623,1274,1588,893,9688,9040,2013,"Sutter",50408,49.802188063764,29.0525072003545,14.2445694029772,1.83041978330362,49.6724234335932,10.188105963898,20.5019680873577,19.1306556058746,16.4537331068606
"168",63241,31435,45080,14226,39.9,442,745,3625,12271,1435,1849,1662,1682,1396,1825,1384,1204,1234,2149,2385,2062,1471,774,464,398,5978,4308,2013,"Tehama",41924,71.2828702898436,22.4949004601445,1.17803323793109,0.698913679416834,49.7066776300185,5.73204092281906,18.8058386812634,13.5522838807097,19.4035514934931
"169",13638,6968,11337,957,49.8,127,167,135,2579,395,484,633,388,309,498,272,281,296,336,510,576,342,130,136,82,447,1710,2013,"Trinity",36890,83.1280246370436,7.01715794104707,1.22451972429975,0.931221586742924,51.0925355623992,0.989881214254289,5.95285657211346,22.7726727926488,18.9103974189764
"170",446644,224021,142669,273533,29.9,7503,14965,84886,115313,10234,9174,9281,8833,8297,8811,7412,6721,6171,10715,12102,13227,7859,5194,4512,3099,65430,27993,2013,"Tulare",42708,31.9424418552583,61.2418391381055,3.3505431618918,1.67986136609918,50.1565004791288,19.0052928059036,30.9939082735687,13.2601631407918,25.8176534331593
"171",54728,28793,44507,5982,48,1156,610,1015,7411,1255,1502,1491,1352,1340,1403,962,890,1233,2157,1974,2796,1523,688,711,748,3255,5084,2013,"Tuolumne",48426,81.3240023388393,10.9304195293086,1.11460312819763,2.11226428884666,52.6110948691712,1.85462651659114,11.0850020433183,17.3137174771829,13.5415143984798
"172",829017,411721,398921,337773,36.6,15179,57249,108650,90471,9273,9720,9656,10595,8287,10192,9409,10178,9868,18043,25488,36841,29122,20938,24303,25163,73501,139427,2013,"Ventura",76544,48.1197611146695,40.7437965687073,6.90564849695483,1.83096365937007,49.6637584030243,13.1058832327926,16.8739726530575,32.0089166827369,10.9130452089644
"173",202288,98679,99870,62047,30.7,5145,26103,19302,37188,4751,4199,4041,3660,3620,2783,2939,2800,3358,4875,6222,8293,6116,4064,4904,3722,13899,38370,2013,"Yolo",55918,49.3702048564423,30.6726053942893,12.9038796171795,2.54340346436763,48.7814403227082,9.54184133512616,14.3578777736457,39.6367918681046,18.3836905797675
"174",72574,36942,42013,18692,31.9,2190,5235,4672,15392,1383,1779,1515,1723,1707,1501,1210,1364,1062,2334,2621,3000,1408,757,647,289,7328,4860,2013,"Yuba",44902,57.8898779177116,25.755780306997,7.21332708683551,3.01760961225783,50.9025270758123,6.43756717281671,20.021310893145,13.2783257288052,21.2086973296222
"175",1559308,763965,519375,352500,36.9,184785,424061,111247,197191,29627,26326,21087,21756,20499,19326,18889,19735,17017,37012,48173,66296,56486,39123,50614,59768,103759,389428,2014,"Alameda",73775,33.3080443376164,22.606181716505,27.1954610634974,11.8504490453458,48.9938485533326,7.13438268770506,11.753544731527,44.1133725046415,12.6460583797428
"176",1202,665,830,86,43.6,11,12,18,179,19,16,25,29,12,10,10,18,5,30,71,42,24,39,20,7,40,187,2014,"Alpine",61343,69.0515806988353,7.15474209650582,0.998336106489185,0.915141430948419,55.324459234609,1.49750415973378,6.48298217179903,30.3079416531605,14.891846921797
"177",37159,19966,29696,4724,49.6,812,501,691,4277,872,708,876,801,822,726,714,508,586,1006,1372,2017,1153,699,583,496,2387,3810,2014,"Amador",52964,79.9160364918324,12.7129363007616,1.3482601792298,2.18520412282354,53.731262951102,1.85957641486585,11.7760236803157,18.7962506166749,11.5099975779757
"178",221578,109745,164509,32968,36.9,3248,9384,6628,46643,6751,6478,6374,5872,5078,5079,4368,4048,3114,6970,8107,8819,5552,3304,2891,2410,11923,26659,2014,"Butte",43165,74.2442841798374,14.8787334482665,4.23507748964247,1.46584949769381,49.528834090027,2.99127169664858,11.2361350635643,25.1232177018838,21.0503750372329
"179",44921,22257,37234,4901,50.3,292,526,546,5352,1112,1009,1167,773,1013,842,887,915,765,1640,1813,2419,1737,966,907,643,1506,4574,2014,"Calaveras",54936,82.88773624808,10.9102646868948,1.17094454709379,0.650030052759289,49.5469824803544,1.21546715344716,6.50259067357513,19.7495682210708,11.9142494601634
"180",21424,11156,8184,12155,34.1,198,283,4165,3068,318,421,292,364,542,464,248,411,361,681,751,910,486,207,273,183,3358,1391,2014,"Colusa",50503,38.2001493651979,56.7354368932039,1.32094846900672,0.92419716206124,52.0724421209858,19.4408140403286,31.7841930903928,13.1661145291055,14.3203883495146
"181",1081232,527174,503515,267859,38.7,97035,161381,77747,114171,14898,13846,13232,13396,12432,13405,13178,13300,12742,24481,35065,46687,39810,29951,38058,45702,63073,233420,2014,"Contra Costa",79799,46.568636518342,24.7734991195229,14.9256588780206,8.97448466194119,48.7567885523181,7.19059369312044,10.7875734159765,39.9225561929391,10.5593434156592
"182",28066,15563,17906,5231,39.2,1007,602,1018,5468,964,1028,689,626,501,532,476,326,338,701,1103,919,683,281,167,193,2685,2273,2014,"Del Norte",39302,63.7996151927599,18.6382099337276,2.14494406042899,3.58797121071759,55.4514359010903,3.62716454072543,17.6667982629293,14.9559152520068,19.4826480438965
"183",181465,90744,143978,22411,44.4,1781,6885,5144,18497,2928,2956,2477,2857,2928,3069,2986,2412,2291,5047,6334,8609,6672,4443,5413,5798,6978,32189,2014,"El Dorado",68507,79.342021877497,12.3500399526079,3.794120078252,0.981456479210867,50.0063373102251,2.83470641721544,7.10070009768805,32.7550065125366,10.1931501942523
"184",948844,473427,300279,485914,31.2,48276,92096,129603,255019,23914,20704,19853,18721,17950,16684,14115,13851,11997,22404,27784,31797,20200,11862,11817,8897,119884,90174,2014,"Fresno",45201,31.6468249786055,51.2111579985751,9.70612661301542,5.08787535148033,49.895135554422,13.6590419499939,25.940832294696,19.5121001246365,26.8768100973395
"185",28019,14204,15244,10906,36.7,249,658,3630,5517,746,820,801,482,648,535,743,304,395,752,835,1002,598,432,172,296,3278,2132,2014,"Glenn",40106,54.4059388272244,38.9235875655805,2.34840643848817,0.888682679610264,50.6941718119847,12.9554944858846,23.5878247103691,15.3414405986904,19.6902102144973
"186",134876,67533,102908,13940,37.4,1755,3057,2790,27325,4165,4605,3543,3524,3341,3339,2961,2561,2566,4714,5164,5607,3229,1311,1385,1115,6404,19956,2014,"Humboldt",42153,76.2982294848602,10.3354191998576,2.26652629081527,1.30119517186156,50.0704350662831,2.06856668347223,8.91797799749339,27.7900013925637,20.2593493282719
"187",177026,90736,22957,144090,31.9,5205,2623,52224,38935,4244,4370,3387,3247,2735,2657,2098,2157,1668,3356,4036,5430,3115,1996,1501,955,24782,12531,2014,"Imperial",41772,12.9681515709557,81.3948233592806,1.48170325262956,2.94024606554969,51.2557477432694,29.5007513020686,28.7604303271554,14.5426903570973,21.9939443923491
"188",18439,9268,11951,3730,45.3,202,250,714,2445,364,818,483,409,610,403,408,395,356,409,889,992,609,261,285,200,1016,2016,2014,"Inyo",45625,64.8137100710451,20.2288627365909,1.35582189923532,1.09550409458214,50.2630294484516,3.87222734421606,10.5822310176023,20.9978127278409,13.2599381745214
"189",857730,440712,319419,432370,31,48412,37886,126182,192972,17751,17727,15780,15723,15603,13562,14029,11506,9727,19363,25944,30408,19766,11252,11519,8077,114039,64236,2014,"Kern",48574,37.240040572208,50.4086367504926,4.41700768307043,5.64420038939993,51.3812038753454,14.7111561913423,26.789842134937,15.0902086074046,22.4979888776188
"190",151390,84233,52180,78911,31.2,9843,5530,23023,30244,2891,2489,2388,2625,2218,2539,2360,2043,2065,3113,4080,4862,2757,1827,1832,1019,22578,9550,2014,"Kings",47341,34.4672699649911,52.1243146839289,3.65281722702953,6.50175044586829,55.6397384239382,15.2077415945571,28.5519177510528,12.0768365011318,19.9775414492371
"191",64209,32299,46876,11601,45.2,1497,767,3097,15395,2485,2511,2537,2119,1818,1637,1250,1216,1233,1944,2235,2488,1665,681,535,417,4988,4688,2014,"Lake",35997,73.005341930259,18.0675606223427,1.19453659144357,2.33144886230902,50.3029170365525,4.82331137379495,14.7530316474416,13.8657202011239,23.9763896027037
"192",33356,22357,22024,6040,37.3,2905,510,1371,3856,776,623,398,481,656,408,335,490,447,769,1305,1313,737,484,420,179,4413,2395,2014,"Lassen",53351,66.0271015709318,18.1076867729944,1.52896030699125,8.70907782707759,67.0254227125555,4.11020506055882,21.3849583252568,11.6059313820508,11.5601391054083
"193",9974203,4913688,2711665,4800491,35.3,832253,1394349,1656302,1805868,212332,189719,176592,168723,157137,155804,143355,141637,123248,239617,302327,380020,268317,170260,193623,219680,1183335,1662994,2014,"Los Angeles",55870,27.1867837460296,48.1290685581595,13.9795530530109,8.34405515909391,49.2639662537448,16.6058581322237,21.8817893163886,30.7514645830795,18.105386465465
"194",152452,73450,56174,84009,33.3,5382,3335,24190,33290,3325,2173,2782,2810,2814,2489,2404,2382,1856,3657,4753,4253,3087,1775,1269,894,23516,9827,2014,"Madera",45490,36.8470075827146,55.1052134442316,2.18757379371868,3.53029150158739,48.1790989950935,15.8672893763283,31.1610526594758,13.0217581427398,21.8363812872248
"195",256802,125838,185603,40414,45.1,6913,14565,14915,21917,3717,3858,3469,3453,2809,3220,3460,3196,2906,5694,7599,11418,10211,7063,10767,20194,11450,78090,2014,"Marin",91529,72.2747486390293,15.7374163752619,5.67168479996262,2.69195722774745,49.001954813436,5.80797657339117,8.06610685302074,55.0115532010821,8.53459085209617
"196",17946,9050,14790,1729,50.2,155,232,305,2902,585,353,530,545,212,331,396,370,273,544,712,863,760,391,243,181,893,2068,2014,"Mariposa",50560,82.4139083918422,9.63445893235261,1.29276719046027,0.863702217764404,50.4290649726959,1.69954307366544,9.46676561009223,21.9230361496873,16.1707344254987
"197",87612,43979,58871,20332,42,705,1570,7553,17395,2442,3097,2457,2151,2100,2365,1264,1578,1404,3121,3490,3151,1967,1383,913,810,6423,9242,2014,"Mendocino",43290,67.1951330867918,23.2068666392732,1.79199196457106,0.804684289823312,50.1974615349496,8.62096516458933,13.9636505935041,20.0921779207792,19.8545861297539
"198",261609,131899,79818,147270,30.2,9115,19842,45503,65552,5278,5747,5239,5378,4988,4969,4162,3840,3234,6512,7444,7947,4486,2908,2234,2150,38573,16047,2014,"Merced",43066,30.5104182195567,56.2939348416912,7.58460144719792,3.48420734760654,50.4183724566051,17.3935147491103,31.0629182537829,12.9226829445066,25.0572419144601
"199",9335,4727,7301,1345,47.1,108,52,416,1892,415,251,225,406,327,198,238,186,205,196,377,347,334,141,10,37,620,858,2014,"Modoc",38560,78.2110337439743,14.4081414033208,0.557043385109802,1.1569362613819,50.6373861810391,4.45634708087841,12.9220508545227,17.8824510212589,20.2678093197643
"200",14193,7520,9519,3843,37.2,63,116,1333,704,84,309,175,115,222,295,466,164,214,409,698,969,469,343,115,113,1236,2955,2014,"Mono",61814,67.0682730923695,27.0767279644895,0.817304304939054,0.443880786303107,52.9838652857042,9.39195378003241,15.3008170339193,36.5808368408022,4.96019164376805
"201",424927,218060,135763,239901,33.3,11826,26497,101210,69898,5823,5354,5619,6536,6095,6194,6364,5745,5330,10824,13054,16149,10746,6924,7272,7086,65125,46320,2014,"Monterey",58582,31.9497231289139,56.4569914361761,6.23565930148002,2.78306626785307,51.3170497520751,23.8182087746837,29.8822147481635,21.2536535452581,16.4494136639941
"202",139253,69301,76531,45937,40.3,2992,10362,18195,13948,1714,2105,1701,2433,1762,1965,1915,2071,2264,3602,4597,6723,5417,3307,3690,4365,13653,22935,2014,"Napa",70925,54.9582414741514,32.9881582443466,7.44113232749025,2.14860721133476,49.7662527916813,13.0661457921912,18.6340744380297,31.3024607951521,10.0163012646047
"203",98606,48812,84772,8751,48.8,358,1476,2090,12163,1682,2139,2019,2121,2074,2475,1729,1942,1876,3308,4080,5333,3669,2208,2390,1793,2970,17399,2014,"Nevada",56949,85.9704277630165,8.87471350627751,1.49686631645133,0.363061071334402,49.5020586982537,2.11954647790195,5.65606551133117,33.1346410207579,12.3349491917328
"204",3086331,1525071,1323581,1050771,36.7,50766,573661,349617,391705,43966,34301,35442,37223,37513,37418,36582,36469,34608,70171,91405,131486,103122,74465,91544,106570,260857,633957,2014,"Orange",75998,42.8852576084678,34.0459594256092,18.5871508921111,1.64486569975806,49.4137213409709,11.3279165455682,15.699400507832,38.1540263352859,12.6916069598497
"205",361518,176490,270962,47800,40.7,4652,23317,8304,32018,5508,4755,5231,5104,5137,5423,5313,5289,4156,9199,13028,18259,15034,10404,11885,10386,10042,70253,2014,"Placer",73747,74.9511780879514,13.2220249060904,6.44974800701486,1.28679623144629,48.8191459346423,2.29698106318358,5.34734869058649,37.4096084006944,8.85654379588292
"206",19286,9754,16295,1594,50.6,135,198,303,3006,588,774,500,636,308,647,336,280,323,845,821,1115,596,190,283,287,1139,2160,2014,"Plumas",48032,84.4913408690242,8.26506273981126,1.02665145701545,0.699989629783263,50.5755470289329,1.57108783573577,11.1930031446541,21.2264150943396,15.5864357565073
"207",2266899,1127924,868743,1055027,34.2,141350,138538,270137,376737,37929,35007,35445,37094,33798,35455,32305,31714,29591,53786,71060,90661,59966,38559,39405,28613,227841,227259,2014,"Riverside",56592,38.3229689545057,46.5405384183415,6.11134417545731,6.23539028426057,49.7562529252516,11.9165873733236,20.1962531080057,20.1446635376085,16.6190465477289
"208",1450277,709679,686482,319934,35.3,146236,214861,72037,258031,32088,30852,25597,25401,25221,25604,25258,23802,21727,40960,53142,66096,45611,26796,29789,21516,99063,221316,2014,"Sacramento",55615,47.3345436768286,22.0601995342959,14.8151697917019,10.0833151184222,48.9340312230008,4.96712007430305,12.8303827109806,28.664274048468,17.7918425238765
"209",56888,28428,21125,32657,34.8,574,1205,8885,6864,600,723,711,780,531,662,937,688,614,1178,2110,2308,1965,1070,1292,952,6247,5502,2014,"San Benito",67874,37.1343692870201,57.405779777809,2.11819715933061,1.0090001406272,49.97187456054,15.6184081001266,21.0450074114001,18.5352378385662,12.0658135283364
"210",2078586,1033761,660447,1050173,32.2,180267,136494,255444,389037,41056,31580,32562,31968,31042,28573,29323,29226,24792,51362,64413,77983,52301,30952,29655,20816,219396,200936,2014,"San Bernardino",54100,31.7738597296431,50.5234327566913,6.56667561505754,8.67257837780106,49.7338575358441,12.2893159099503,20.7523576205295,19.0062523055968,18.7164254930996
"211",3183143,1598266,1510851,1039752,34.9,160316,357998,312145,455855,66671,46262,43408,47942,46610,49264,44949,44568,42881,80523,102683,140525,101855,68329,79141,78200,227009,609010,2014,"San Diego",63996,47.464125865536,32.6643195106221,11.2466829168529,5.0364058416477,50.2103110039354,9.80618841189353,13.3068574493466,35.6990659190893,14.3209086113945
"212",829072,421516,343368,126524,38.6,47611,278274,38494,108328,22652,21338,13689,13494,11228,10987,10583,10114,9166,19378,26305,36924,33524,24087,32934,52429,53862,304131,2014,"San Francisco",78378,41.4159445741745,15.2609182314684,33.564515506494,5.74268579809715,50.8419051662582,4.64302256016365,10.1384622334658,57.2466796169136,13.0661751934693
"213",701050,348616,244319,278523,33.2,50377,102469,76589,132986,13339,12295,11901,12827,10526,11179,10793,10016,9277,17345,21987,26368,19465,10274,12231,7520,74038,63613,2014,"San Joaquin",53253,34.8504386277726,39.7294058911633,14.616503815705,7.18593538264033,49.7276941730262,10.9248983667356,21.1167900699349,18.1434177951696,18.9695456814778
"214",274184,139946,192262,58889,39.5,5791,10205,15847,38121,6523,5437,3947,4763,4631,5194,4309,5091,3956,7727,9560,13946,9893,6132,5986,5255,14677,42367,2014,"San Luis Obispo",59454,70.1215242319027,21.477912642605,3.72195314095644,2.11208531497097,51.0409068362851,5.77969538703936,10.7458468477043,31.0192337260128,13.9034371079275
"215",739837,363891,304779,187635,39.4,19503,192649,64350,55672,8197,6465,6736,7667,7926,7814,7525,8775,7201,15831,22999,31868,27328,20592,26150,45609,44352,197073,2014,"San Mateo",91421,41.1954254788555,25.3616675024363,26.0393843508773,2.63612119966966,49.1852935173559,8.6978618263212,10.6085467305144,47.1378546587,7.52490075516634
"216",431555,216370,201923,188743,33.6,8471,21738,63282,68953,7641,6693,6588,6213,6521,6431,6210,5682,5383,10346,14320,17854,12401,8692,10263,10790,45462,63888,2014,"Santa Barbara",63409,46.7896328393832,43.7355609366129,5.0371331579984,1.96290160002781,50.1372942035198,14.6637160964419,21.8374130576797,30.6882373285171,15.9778012072621
"217",1841569,924848,627346,492546,36.6,48660,610916,136084,180153,23162,19090,18306,18509,18678,18738,16946,18932,17398,33307,48255,72428,65244,49456,70785,105480,121966,507593,2014,"Santa Clara",93854,34.0658427677703,26.7459975705499,33.1736687574563,2.64231207193431,50.2206542356002,7.38956835176961,11.8403821043894,49.2768072537703,9.78258213512499
"218",267203,132817,156915,87406,36.9,2459,11686,30607,39252,5975,3974,3608,4407,3497,3850,3885,3891,3421,6264,8964,11802,8715,6049,7834,8083,20353,51390,2014,"Santa Cruz",66923,58.725014314959,32.7114590779295,4.373453890862,0.920274098718951,49.7064029969723,11.4545869619727,14.572831939512,36.7954519418032,14.6899548283515
"219",178520,87692,145485,15908,41.9,1759,4462,2307,31616,4797,5255,4432,4731,4155,4079,3721,3606,3472,5458,7153,7362,4410,2133,2495,1702,9276,18318,2014,"Shasta",44556,81.4950705803271,8.91104638135783,2.49943983867354,0.985323773246695,49.1216670401076,1.29229218014788,10.158465935847,20.0606704412296,17.7100604974233
"220",3019,1481,2636,283,53.5,4,3,161,487,79,104,148,41,74,64,62,100,41,98,96,138,122,23,53,48,155,356,2014,"Sierra",43107,87.3136800264988,9.3739648890361,0.0993706525339517,0.132494203378602,49.0559788009275,5.33289168598874,9.04317386231038,20.7701283547258,16.1311692613448
"221",44261,22021,34749,4923,47.3,574,627,1028,9945,1616,1908,1705,1753,1128,1094,919,1038,807,1660,1875,1979,680,521,399,298,2534,5424,2014,"Siskiyou",37495,78.5092971238788,11.1226587740901,1.41659700413457,1.29685275976593,49.7526038724837,2.32258647567836,11.2118932790584,23.9989381000841,22.4689907593593
"222",421624,209901,169041,104865,37.2,59510,63233,26565,53317,6927,6444,5168,5538,5452,5909,5235,5970,5136,11275,14927,20939,15307,9766,10715,7813,26417,55085,2014,"Solano",67341,40.092831527617,24.871686621255,14.9974859116179,14.1144716619547,49.7839307060319,6.30063753486519,11.5920978726392,24.1719616653795,12.6456273836404
"223",491790,241329,320735,125674,40.5,7490,19811,41500,59716,8236,8026,7820,9161,8003,8134,7750,7994,8127,15096,18700,25262,17925,11657,12867,12177,36783,84539,2014,"Sonoma",63799,65.2178775493605,25.5544033022225,4.02834543199333,1.52300778787694,49.0715549319832,8.43856117448505,13.8097651630343,31.7392202136247,12.1425811830253
"224",522794,258618,237248,225013,33.3,14456,27581,61695,104786,11372,11080,10127,8742,9492,9603,9000,8688,6449,14173,17139,19914,13054,8016,6403,4838,56351,43427,2014,"Stanislaus",49573,45.3807809577004,43.0404710077009,5.27569176386875,2.76514267570018,49.4684330730651,11.8010153138712,21.4093036685815,16.4991185678247,20.0434588002158
"225",95067,47263,46558,27931,35,1925,13904,9057,15824,1606,1944,2017,1862,1576,1589,1664,1749,1260,2826,3283,3732,2652,1264,1702,997,9540,8969,2014,"Sutter",51527,48.9738815782553,29.3803317660177,14.6254746652361,2.0248877107724,49.715463830772,9.52696519296917,20.1832145048342,18.975183531851,16.6451029274091
"226",63284,31494,44728,14539,40,315,805,3659,11604,1567,1656,1621,1709,1490,1756,1469,1100,1149,2083,2350,2383,1449,718,440,540,5654,4559,2014,"Tehama",42369,70.6782125023703,22.9742114910562,1.27204348650528,0.49775614689337,49.7661336198723,5.78187219518362,17.7620005026389,14.3220658456899,18.3363883446053
"227",13515,6885,11235,960,50,110,159,66,2489,365,523,484,457,296,564,172,230,309,352,472,660,280,137,104,116,520,1702,2014,"Trinity",36862,83.1298557158713,7.10321864594895,1.17647058823529,0.813910469848317,50.9433962264151,0.48834628190899,7.03463203463204,23.0248917748918,18.4165741768405
"228",451108,225881,141322,279022,30.1,7884,14982,90131,122044,10382,9269,9931,9050,8525,8335,7124,6435,6137,10872,12326,13440,8049,5100,4681,3050,66418,27930,2014,"Tulare",42863,31.3277529992818,61.8525940572989,3.32115590944962,1.7476967821453,50.0724881846476,19.9799161176481,31.1364051886195,13.0934354680681,27.0542752511594
"229",54347,28423,44017,6048,48.2,1018,770,896,7444,1334,1417,1481,1197,1367,1406,1115,919,1247,2265,2064,2695,1422,704,888,660,3088,5246,2014,"Tuolumne",48493,80.9925110861685,11.1284891530351,1.41682153568734,1.87314847185677,52.2991149465472,1.64866505970891,10.6062167267731,18.0182036750816,13.6971681969566
"230",835790,414278,397118,344520,36.9,15035,58479,106201,91912,9304,9271,9511,10150,9017,10166,9058,10323,9388,17690,25615,38189,28817,20767,24096,26467,73796,140703,2014,"Ventura",77335,47.5140884671987,41.220880843274,6.99685327654076,1.79889685208007,49.5672357888943,12.7066607640675,16.8227835693134,32.0751276024866,10.9970207827325
"231",204162,99528,99540,63249,31,5314,26954,18314,39333,5084,4468,4116,3716,3402,2897,2890,2727,3058,5086,6157,7678,6668,3900,4937,4169,13264,39084,2014,"Yolo",55508,48.7554001234314,30.9798101507626,13.202260949638,2.60283500357559,48.7495224380639,8.97032748503639,13.6015915010562,40.0787546914416,19.2655832133306
"232",73059,37020,41919,19181,32.1,2378,5149,4853,15926,1581,1570,1684,1723,1636,1625,1180,1211,1369,2160,2608,3197,1528,700,647,293,7307,4870,2014,"Yuba",45470,57.3769145485156,26.2541233797342,7.04772854815971,3.25490357108638,50.671375189915,6.6425765477217,19.8986955692928,13.2621660630157,21.7988201316744
"233",1584983,776699,522707,358168,37.1,184883,439055,109616,194639,29499,25422,20498,22349,19378,19640,18657,19482,17017,36547,48886,66736,57621,40152,52801,64222,104655,404453,2015,"Alameda",75619,32.9787133363576,22.5975925293836,27.7009280225719,11.6646676967513,49.0036170734954,6.91591013909928,11.6250266590836,44.926443145061,12.2801948033512
"234",1131,654,725,108,43.6,11,14,14,195,24,28,34,28,16,17,9,10,4,34,54,30,14,26,20,10,45,139,2015,"Alpine",52917,64.1025641025641,9.54907161803713,1.23784261715296,0.972590627763042,57.8249336870027,1.23784261715296,8.33333333333333,25.7407407407407,17.2413793103448
"235",36995,20012,29496,4784,50,855,538,656,4191,926,604,860,865,656,545,700,613,686,1017,1457,1974,1332,671,476,543,2472,4089,2015,"Amador",54171,79.729693201784,12.9314772266522,1.45425057440195,2.31112312474659,54.0937964589809,1.7732125962968,12.3482691443129,20.4255956841001,11.3285579132315
"236",222564,110115,164214,33800,36.8,3189,9591,6134,47532,7162,6706,6226,5604,4644,5038,4407,4097,3471,6827,7772,8748,5589,3499,3148,2380,11798,27983,2015,"Butte",43444,73.7828220197337,15.1866429431534,4.30932226236049,1.43284628241764,49.4756564403947,2.75606117790838,11.1013879087274,26.3307457068925,21.3565536205316
"237",44767,22143,36951,4967,50.7,261,402,584,5590,1014,1158,1095,897,966,911,808,916,674,1486,1643,2149,1737,1025,959,622,1812,4495,2015,"Calaveras",53233,82.5407107914312,11.0952263944423,0.897982889181763,0.583018741483682,49.462773918288,1.30453235642326,7.95364761653937,19.7304889825301,12.4868764938459
"238",21396,11129,8017,12277,34,151,419,3998,3171,303,381,298,360,460,420,304,394,380,747,823,964,503,156,288,185,3487,1378,2015,"Colusa",52168,37.4696204898112,57.3798840904842,1.95830996447934,0.705739390540288,52.0143952140587,18.6857356515237,33.0052058684335,13.0430667297681,14.820527201346
"239",1096068,534618,503815,273350,38.8,97338,167215,80913,117915,15461,14085,13400,13968,12372,13472,12764,12906,12682,24685,35275,47311,40366,30172,37915,47812,64262,236771,2015,"Contra Costa",80185,45.9656700131744,24.9391461113727,15.255896531967,8.88065339011813,48.7759883510877,7.38211497826777,10.8695358010325,40.0484090309398,10.7580004160326
"240",27788,15418,17582,5300,38.8,802,600,906,5207,945,938,895,483,500,432,453,352,409,840,905,934,701,240,188,205,3130,2067,2015,"Del Norte",40847,63.2719159349359,19.0729811429394,2.15920541240823,2.88613790125234,55.4843817475169,3.26040017273643,20.2562775045302,13.3769091379757,18.7383043040161
"241",182093,90970,143804,22719,44.9,1786,7199,4994,18831,2926,2897,2599,2917,2756,3185,2874,2228,2189,4675,6574,8311,6685,4580,5486,6204,7367,31958,2015,"El Dorado",69584,78.9728325635802,12.4765916317486,3.95347432355994,0.980817494357279,49.9579885003817,2.74255462867875,7.52894766425819,32.6605279563409,10.3414189452642
"242",956749,477316,298219,494077,31.4,48499,93499,128176,252187,23689,21084,20119,18795,18692,17035,13726,14415,12134,22636,28709,31240,20431,12144,11955,9501,120134,90069,2015,"Fresno",45233,31.1700351920932,51.6412350574707,9.77257357990445,5.06914561708452,49.8893649222523,13.3970351680535,25.698761417845,19.2673326630586,26.3587419479926
"243",28029,14168,15065,11094,37.2,271,695,3630,5721,843,900,826,472,622,553,614,344,340,794,812,919,596,424,216,222,3470,2004,2015,"Glenn",39349,53.7479039566164,39.5804345499304,2.47957472617646,0.966855756537872,50.5476470798102,12.9508723108209,24.983800129599,14.4286845705234,20.4110028898641
"244",135034,67533,102235,14289,37.4,1716,3563,2840,28158,4244,4368,3612,3651,3317,3171,2873,2690,2846,4531,4826,5717,3135,1527,1333,1195,7038,19450,2015,"Humboldt",42197,75.7105617844395,10.5817794037057,2.63859472429166,1.27079106002933,50.0118488676926,2.10317401543315,9.95600571501323,27.5141107071622,20.8525260304812
"245",178206,91167,22437,145855,32.2,5172,2763,52482,40114,4636,4568,2935,3220,2730,2621,2062,2173,1740,2903,4100,5037,3238,2072,1465,952,23894,13169,2015,"Imperial",41079,12.5904851688495,81.8462902483643,1.5504528467055,2.90225918319249,51.158210161274,29.4501868623952,27.6119489224013,15.2181198359045,22.5099042680942
